   3.00000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.331127E-03   2.48998      0.578968      0.874397      0.568910      0.872087      0.100585E-01  0.231004E-02   1.44100      0.510191      0.509486      0.362601      0.587187E-01   0.00000       0.00000    
  0.363073E-03   2.55602      0.573046      0.864271      0.562244      0.861752      0.108022E-01  0.251818E-02   1.42400      0.504196      0.503434      0.358319      0.580473E-01   0.00000       0.00000    
  0.398101E-03   2.61656      0.567189      0.854194      0.555576      0.851444      0.116133E-01  0.274968E-02   1.40702      0.498230      0.497405      0.354039      0.573462E-01   0.00000       0.00000    
  0.436509E-03   2.67282      0.561398      0.844162      0.548910      0.841158      0.124870E-01  0.300351E-02   1.39007      0.492288      0.491395      0.349764      0.566228E-01   0.00000       0.00000    
  0.478622E-03   2.72638      0.555648      0.834159      0.542247      0.830887      0.134009E-01  0.327169E-02   1.37313      0.486361      0.485397      0.345490      0.558854E-01   0.00000       0.00000    
  0.524798E-03   2.77389      0.550012      0.824231      0.535591      0.820652      0.144208E-01  0.357874E-02   1.35624      0.480473      0.479428      0.341224      0.551179E-01   0.00000       0.00000    
  0.575429E-03   2.81877      0.544436      0.814340      0.528941      0.810433      0.154952E-01  0.390640E-02   1.33937      0.474603      0.473473      0.336960      0.543381E-01   0.00000       0.00000    
  0.630945E-03   2.86036      0.538936      0.804496      0.522297      0.800236      0.166386E-01  0.426006E-02   1.32253      0.468755      0.467534      0.332702      0.535427E-01   0.00000       0.00000    
  0.691816E-03   2.89725      0.533566      0.794729      0.515667      0.790069      0.178987E-01  0.465910E-02   1.30574      0.462941      0.461619      0.328450      0.527264E-01   0.00000       0.00000    
  0.758561E-03   2.93199      0.528263      0.785000      0.509044      0.779918      0.192187E-01  0.508181E-02   1.28896      0.457143      0.455716      0.324202      0.519009E-01   0.00000       0.00000    
  0.831745E-03   2.96281      0.523090      0.775344      0.502435      0.769793      0.206549E-01  0.555103E-02   1.27223      0.451376      0.449832      0.319960      0.510591E-01   0.00000       0.00000    
  0.911989E-03   2.99046      0.518043      0.765755      0.495839      0.759689      0.222037E-01  0.606663E-02   1.25553      0.445634      0.443965      0.315724      0.502050E-01   0.00000       0.00000    
  0.999975E-03   3.01615      0.513075      0.756209      0.489252      0.749598      0.238234E-01  0.661154E-02   1.23885      0.439909      0.438107      0.311491      0.493434E-01   0.00000       0.00000    
  0.109645E-02   3.03750      0.508311      0.746767      0.482686      0.739533      0.256258E-01  0.723402E-02   1.22222      0.434219      0.432269      0.307264      0.484665E-01   0.00000       0.00000    
  0.120223E-02   3.05688      0.503656      0.737379      0.476129      0.729479      0.275270E-01  0.789968E-02   1.20561      0.428546      0.426439      0.303040      0.475832E-01   0.00000       0.00000    
  0.131822E-02   3.07393      0.499131      0.728054      0.469585      0.719438      0.295454E-01  0.861657E-02   1.18902      0.422893      0.420619      0.298819      0.466925E-01   0.00000       0.00000    
  0.144540E-02   3.08749      0.494832      0.718836      0.463061      0.709410      0.317712E-01  0.942691E-02   1.17247      0.417269      0.414809      0.294600      0.457919E-01   0.00000       0.00000    
  0.158485E-02   3.09949      0.490647      0.709671      0.456545      0.699386      0.341014E-01  0.102853E-01   1.15593      0.411658      0.409003      0.290382      0.448871E-01   0.00000       0.00000    
  0.173775E-02   3.10868      0.486675      0.700602      0.450046      0.689367      0.366296E-01  0.112357E-01   1.13941      0.406070      0.403203      0.286164      0.439754E-01   0.00000       0.00000    
  0.190540E-02   3.11547      0.482916      0.691628      0.443559      0.679346      0.393574E-01  0.122818E-01   1.12290      0.400500      0.397402      0.281944      0.430588E-01   0.00000       0.00000    
  0.208923E-02   3.12083      0.479289      0.682710      0.437080      0.669323      0.422084E-01  0.133872E-01   1.10640      0.394941      0.391601      0.277722      0.421392E-01   0.00000       0.00000    
  0.229079E-02   3.12303      0.475987      0.673932      0.430617      0.659286      0.453696E-01  0.146459E-01   1.08990      0.389403      0.385793      0.273493      0.412143E-01   0.00000       0.00000    
  0.251180E-02   3.12371      0.472867      0.665229      0.424161      0.649236      0.487060E-01  0.159940E-01   1.07340      0.383873      0.379978      0.269258      0.402875E-01   0.00000       0.00000    
  0.275413E-02   3.12270      0.469949      0.656611      0.417711      0.639170      0.522378E-01  0.174417E-01   1.05688      0.378353      0.374154      0.265015      0.393585E-01   0.00000       0.00000    
  0.301984E-02   3.11899      0.467400      0.648143      0.411270      0.629064      0.561301E-01  0.190793E-01   1.04033      0.372842      0.368307      0.260757      0.384272E-01   0.00000       0.00000    
  0.331118E-02   3.11409      0.465030      0.639748      0.404830      0.618935      0.602006E-01  0.208130E-01   1.02376      0.367335      0.362447      0.256488      0.374951E-01   0.00000       0.00000    
  0.363064E-02   3.10708      0.462992      0.631486      0.398392      0.608761      0.646000E-01  0.227255E-01   1.00715      0.361830      0.356560      0.252201      0.365620E-01   0.00000       0.00000    
  0.398091E-02   3.09813      0.461295      0.623360      0.391951      0.598529      0.693434E-01  0.248313E-01  0.990480      0.356322      0.350639      0.247890      0.356288E-01   0.00000       0.00000    
  0.436498E-02   3.08806      0.459803      0.615316      0.385508      0.588262      0.742946E-01  0.270548E-01  0.973770      0.350813      0.344697      0.243565      0.346955E-01   0.00000       0.00000    
  0.478610E-02   3.07547      0.458809      0.607471      0.379054      0.577897      0.797553E-01  0.295742E-01  0.956950      0.345291      0.338696      0.239201      0.337628E-01   0.00000       0.00000    
  0.524785E-02   3.06157      0.458104      0.599740      0.372589      0.567467      0.855151E-01  0.322734E-01  0.940056      0.339758      0.332656      0.234811      0.328309E-01   0.00000       0.00000    
  0.575415E-02   3.04629      0.457701      0.592130      0.366113      0.556969      0.915886E-01  0.351610E-01  0.923082      0.334213      0.326576      0.230393      0.318998E-01   0.00000       0.00000    
  0.630929E-02   3.02864      0.457868      0.584751      0.359607      0.546329      0.982617E-01  0.384215E-01  0.905936      0.328636      0.320410      0.225919      0.309706E-01   0.00000       0.00000    
  0.691799E-02   3.00991      0.458308      0.577483      0.353084      0.535616      0.105224      0.418668E-01  0.888700      0.323041      0.314200      0.221416      0.300425E-01   0.00000       0.00000    
  0.758542E-02   2.98930      0.459235      0.570414      0.346529      0.524768      0.112706      0.456465E-01  0.871297      0.317412      0.307909      0.216859      0.291164E-01   0.00000       0.00000    
  0.831724E-02   2.96679      0.460679      0.563563      0.339932      0.513764      0.120747      0.497990E-01  0.853697      0.311740      0.301525      0.212240      0.281925E-01   0.00000       0.00000    
  0.911966E-02   2.94318      0.462426      0.556840      0.333310      0.502668      0.129115      0.541723E-01  0.835978      0.306040      0.295084      0.207584      0.272699E-01   0.00000       0.00000    
  0.999950E-02   2.91713      0.464870      0.550418      0.326621      0.491344      0.138249      0.590743E-01  0.817965      0.300271      0.288507      0.202837      0.263497E-01   0.00000       0.00000    
  0.109642E-01   2.88995      0.467639      0.544141      0.319898      0.479910      0.147741      0.642316E-01  0.799808      0.294466      0.281863      0.198047      0.254314E-01   0.00000       0.00000    
  0.120220E-01   2.86059      0.471033      0.538148      0.313106      0.468257      0.157927      0.698905E-01  0.781363      0.288589      0.275088      0.193169      0.245166E-01   0.00000       0.00000    
  0.131819E-01   2.82923      0.475009      0.532425      0.306242      0.456390      0.168766      0.760351E-01  0.762632      0.282637      0.268184      0.188206      0.236046E-01   0.00000       0.00000    
  0.144536E-01   2.79579      0.479578      0.526989      0.299299      0.444296      0.180279      0.826927E-01  0.743596      0.276604      0.261143      0.183153      0.226956E-01   0.00000       0.00000    
  0.158481E-01   2.76035      0.484713      0.521833      0.292276      0.431978      0.192437      0.898558E-01  0.724253      0.270486      0.253966      0.178011      0.217895E-01   0.00000       0.00000    
  0.173770E-01   2.72280      0.490427      0.516974      0.285164      0.419423      0.205263      0.975516E-01  0.704587      0.264277      0.246648      0.172775      0.208865E-01   0.00000       0.00000    
  0.190535E-01   2.68284      0.496786      0.512459      0.277946      0.406595      0.218839      0.105863      0.684541      0.257959      0.239165      0.167430      0.199871E-01   0.00000       0.00000    
  0.208917E-01   2.64037      0.503784      0.508296      0.270616      0.393489      0.233168      0.114808      0.664105      0.251524      0.231514      0.161974      0.190916E-01   0.00000       0.00000    
  0.229073E-01   2.59545      0.511382      0.504480      0.263173      0.380112      0.248209      0.124368      0.643285      0.244973      0.223700      0.156412      0.182002E-01   0.00000       0.00000    
  0.251174E-01   2.54795      0.519581      0.501022      0.255609      0.366458      0.263972      0.134564      0.622067      0.238296      0.215719      0.150739      0.173131E-01   0.00000       0.00000    
  0.275406E-01   2.49745      0.528435      0.497974      0.247903      0.352493      0.280532      0.145481      0.600396      0.231472      0.207551      0.144942      0.164315E-01   0.00000       0.00000    
  0.301976E-01   2.44389      0.537909      0.495333      0.240052      0.338224      0.297858      0.157109      0.578276      0.224496      0.199198      0.139026      0.155559E-01   0.00000       0.00000    
  0.331110E-01   2.38732      0.547949      0.493081      0.232057      0.323672      0.315892      0.169408      0.555729      0.217370      0.190675      0.132998      0.146868E-01   0.00000       0.00000    
  0.363055E-01   2.32760      0.558530      0.491217      0.223912      0.308842      0.334618      0.182375      0.532754      0.210087      0.181982      0.126859      0.138249E-01   0.00000       0.00000    
  0.398081E-01   2.26424      0.569676      0.489778      0.215596      0.293714      0.354080      0.196064      0.509310      0.202623      0.173110      0.120604      0.129724E-01   0.00000       0.00000    
  0.436487E-01   2.19729      0.581313      0.488730      0.207111      0.278322      0.374203      0.210408      0.485433      0.194980      0.164076      0.114246      0.121301E-01   0.00000       0.00000    
  0.478598E-01   2.12683      0.593366      0.488025      0.198463      0.262703      0.394902      0.225323      0.461166      0.187164      0.154903      0.107799      0.112990E-01   0.00000       0.00000    
  0.524772E-01   2.05281      0.605776      0.487631      0.189654      0.246884      0.416122      0.240747      0.436538      0.179173      0.145608      0.101276      0.104806E-01   0.00000       0.00000    
  0.575400E-01   1.97476      0.618505      0.487521      0.180665      0.230888      0.437841      0.256633      0.411553      0.170986      0.136203      0.946848E-01  0.967833E-02   0.00000       0.00000    
  0.630913E-01   1.89293      0.631445      0.487600      0.171511      0.214778      0.459934      0.272822      0.386289      0.162617      0.126726      0.880524E-01  0.889358E-02   0.00000       0.00000    
  0.691782E-01   1.80756      0.644494      0.487766      0.162209      0.198616      0.482286      0.289151      0.360824      0.154081      0.117212      0.814036E-01  0.812759E-02   0.00000       0.00000    
  0.758523E-01   1.71875      0.657556      0.487909      0.152768      0.182464      0.504788      0.305445      0.335232      0.145385      0.107700      0.747639E-01  0.738251E-02   0.00000       0.00000    
  0.831703E-01   1.62631      0.670496      0.487851      0.143191      0.166414      0.527305      0.321437      0.309605      0.136527      0.982429E-01  0.681713E-01  0.666374E-02   0.00000       0.00000    
  0.911943E-01   1.53076      0.683180      0.487409      0.133509      0.150556      0.549671      0.336852      0.284065      0.127537      0.888945E-01  0.616619E-01  0.597227E-02   0.00000       0.00000    
  0.999925E-01   1.43257      0.695485      0.486394      0.123750      0.134969      0.571735      0.351426      0.258719      0.118442      0.797016E-01  0.552669E-01  0.530786E-02   0.00000       0.00000    
  0.109639       1.33217      0.707251      0.484569      0.113949      0.119757      0.593302      0.364812      0.233706      0.109274      0.707268E-01  0.490298E-01  0.467491E-02   0.00000       0.00000    
  0.120217       1.22986      0.718196      0.481501      0.104145      0.105094      0.614051      0.376407      0.209238      0.100065      0.620722E-01  0.430214E-01  0.408008E-02   0.00000       0.00000    
  0.131815       1.12646      0.728151      0.476951      0.943862E-01  0.910530E-01  0.633765      0.385898      0.185439      0.908642E-01  0.537823E-01  0.372707E-01  0.352200E-02   0.00000       0.00000    
  0.144533       1.02266      0.736775      0.470460      0.847345E-01  0.777882E-01  0.652040      0.392672      0.162523      0.817299E-01  0.459481E-01  0.318402E-01  0.300466E-02   0.00000       0.00000    
  0.158477      0.919283      0.743775      0.461723      0.752483E-01  0.653795E-01  0.668527      0.396343      0.140628      0.727202E-01  0.386177E-01  0.267618E-01  0.252813E-02   0.00000       0.00000    
  0.173766      0.817264      0.748602      0.450199      0.660113E-01  0.539811E-01  0.682591      0.396218      0.119992      0.639153E-01  0.318828E-01  0.220982E-01  0.209600E-02   0.00000       0.00000    
  0.190530      0.717467      0.750794      0.435626      0.570897E-01  0.436368E-01  0.693704      0.391990      0.100727      0.553825E-01  0.257701E-01  0.178668E-01  0.170720E-02   0.00000       0.00000    
  0.208912      0.621044      0.749443      0.417463      0.485885E-01  0.344779E-01  0.700854      0.382985      0.830664E-01  0.472240E-01  0.203574E-01  0.141205E-01  0.136452E-02   0.00000       0.00000    
  0.229067      0.528823      0.743822      0.395600      0.405732E-01  0.264905E-01  0.703248      0.369110      0.670637E-01  0.395077E-01  0.156371E-01  0.108534E-01  0.106549E-02   0.00000       0.00000    
  0.251167      0.442098      0.732504      0.369651      0.331627E-01  0.197548E-01  0.699342      0.349897      0.529175E-01  0.323510E-01  0.116570E-01  0.809785E-02  0.811643E-03   0.00000       0.00000    
  0.275399      0.361537      0.714480      0.339827      0.264066E-01  0.141843E-01  0.688074      0.325642      0.405909E-01  0.258075E-01  0.836601E-02  0.581833E-02  0.599021E-03   0.00000       0.00000    
  0.301969      0.288448      0.687787      0.306132      0.204202E-01  0.978623E-02  0.667367      0.296346      0.302064E-01  0.199927E-01  0.576855E-02  0.401768E-02  0.427531E-03   0.00000       0.00000    
  0.331102      0.223178      0.651412      0.269275      0.152165E-01  0.640279E-02  0.636195      0.262872      0.216193E-01  0.149248E-01  0.377127E-02  0.263152E-02  0.291782E-03   0.00000       0.00000    
  0.363046      0.166837      0.603354      0.229934      0.108795E-01  0.396476E-02  0.592474      0.225969      0.148443E-01  0.106896E-01  0.233304E-02  0.163172E-02  0.189926E-03   0.00000       0.00000    
  0.398071      0.119251      0.543512      0.189402      0.736260E-02  0.227094E-02  0.536149      0.187132      0.963354E-02  0.724699E-02  0.133469E-02  0.936248E-03  0.115611E-03   0.00000       0.00000    
  0.436476      0.808149E-01  0.471562      0.149135      0.467044E-02  0.119153E-02  0.466891      0.147944      0.586197E-02  0.460554E-02  0.699282E-03  0.492248E-03  0.649059E-04   0.00000       0.00000    
  0.478586      0.512816E-01  0.389387      0.110952      0.273155E-02  0.560371E-03  0.386656      0.110392      0.329192E-02  0.269850E-02  0.328272E-03  0.232099E-03  0.330483E-04   0.00000       0.00000    
  0.524759      0.298756E-01  0.300944      0.767109E-01  0.143740E-02  0.228393E-03  0.299506      0.764825E-01  0.166579E-02  0.142271E-02  0.133509E-03  0.948834E-04  0.146902E-04   0.00000       0.00000    
  0.575386      0.155427E-01  0.212442      0.481138E-01  0.657275E-03  0.768612E-04  0.211784      0.480369E-01  0.734136E-03  0.651891E-03  0.448297E-04  0.320315E-04  0.538360E-05   0.00000       0.00000    
  0.630897      0.691712E-02  0.131924      0.263745E-01  0.247433E-03  0.197125E-04  0.131676      0.263548E-01  0.267145E-03  0.245978E-03  0.114827E-04  0.822973E-05  0.145549E-05   0.00000       0.00000    
  0.691764      0.245050E-02  0.676993E-01  0.118725E-01  0.700450E-04  0.329400E-05  0.676293E-01  0.118692E-01  0.733391E-04  0.698326E-04  0.192779E-05  0.136621E-05  0.212471E-06   0.00000       0.00000    
  0.758504      0.601174E-03  0.255245E-01  0.390055E-02  0.125366E-04  0.221438E-06  0.255120E-01  0.390033E-02  0.127581E-04  0.125498E-04  0.136764E-06  0.846742E-07  -.131383E-07   0.00000       0.00000    
  0.831682      0.758481E-04  0.545262E-02  0.721193E-03  0.972084E-06  -.121585E-07  0.545165E-02  0.721206E-03  0.959925E-06  0.979960E-06  -.529465E-08  -.686387E-08  -.787608E-08   0.00000       0.00000    
  0.911920      0.187236E-05  0.287789E-03  0.326085E-04  0.956929E-08  -.653077E-09  0.287779E-03  0.326092E-04  0.891622E-08  0.983599E-08  -.325038E-09  -.328039E-09  -.266697E-09   0.00000       0.00000    
  0.999900      0.718252E-13  0.639427E-10  0.604692E-11  -.424666E-17  -.181612E-16  0.639427E-10  0.604694E-11  -.224079E-16  0.314165E-17  -.908059E-17  -.908061E-17  -.738831E-17   0.00000       0.00000    
