   100.000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.109639       1.04876      0.700306      0.464994      0.121146      0.126971      0.579160      0.338023      0.248117      0.987350E-01  0.672333E-01  0.525125E-01  0.224105E-01  0.722559E-02   0.00000    
  0.120217      0.927126      0.695313      0.448828      0.107103      0.108888      0.588209      0.339941      0.215991      0.879926E-01  0.577192E-01  0.450387E-01  0.191109E-01  0.612966E-02   0.00000    
  0.131815      0.812603      0.688984      0.431617      0.937918E-01  0.921672E-01  0.595193      0.339450      0.185959      0.776833E-01  0.488979E-01  0.381283E-01  0.161084E-01  0.514100E-02   0.00000    
  0.144533      0.705730      0.680928      0.413079      0.812896E-01  0.769339E-01  0.599638      0.336145      0.158224      0.678759E-01  0.408404E-01  0.318323E-01  0.134137E-01  0.426131E-02   0.00000    
  0.158477      0.606359      0.670856      0.393062      0.696037E-01  0.631656E-01  0.601252      0.329897      0.132769      0.585958E-01  0.335421E-01  0.261414E-01  0.110080E-01  0.348217E-02   0.00000    
  0.173766      0.515029      0.658219      0.371305      0.588175E-01  0.509613E-01  0.599402      0.320344      0.109779      0.499196E-01  0.270609E-01  0.210963E-01  0.889781E-02  0.280405E-02   0.00000    
  0.190530      0.431492      0.642649      0.347755      0.489252E-01  0.402513E-01  0.593724      0.307504      0.891765E-01  0.418658E-01  0.213656E-01  0.166684E-01  0.705949E-02  0.221736E-02   0.00000    
  0.208912      0.356243      0.623403      0.322250      0.400070E-01  0.310920E-01  0.583396      0.291158      0.710990E-01  0.345129E-01  0.164902E-01  0.128806E-01  0.549408E-02  0.172109E-02   0.00000    
  0.229067      0.288895      0.600055      0.294913      0.320369E-01  0.233587E-01  0.568018      0.271554      0.553956E-01  0.278640E-01  0.123724E-01  0.968169E-02  0.417297E-02  0.130463E-02   0.00000    
  0.251167      0.229839      0.571700      0.265796      0.250805E-01  0.170507E-01  0.546619      0.248745      0.421312E-01  0.219894E-01  0.901416E-02  0.707124E-02  0.309106E-02  0.965335E-03   0.00000    
  0.275399      0.178510      0.537994      0.235274      0.190822E-01  0.119909E-01  0.518912      0.223283      0.310732E-01  0.168664E-01  0.632273E-02  0.497626E-02  0.221581E-02  0.691937E-03   0.00000    
  0.301969      0.135126      0.498095      0.203737      0.140789E-01  0.811766E-02  0.484016      0.195619      0.221965E-01  0.125430E-01  0.426597E-02  0.337149E-02  0.153591E-02  0.480204E-03   0.00000    
  0.331102      0.989186E-01  0.452085      0.171847      0.997753E-02  0.521904E-02  0.442108      0.166628      0.151966E-01  0.896064E-02  0.273062E-02  0.216960E-02  0.101689E-02  0.318827E-03   0.00000    
  0.363046      0.698638E-01  0.399745      0.140403      0.677194E-02  0.318581E-02  0.392973      0.137217      0.995775E-02  0.612949E-02  0.165772E-02  0.132569E-02  0.642447E-03  0.202399E-03   0.00000    
  0.398071      0.469895E-01  0.342178      0.110268      0.433087E-02  0.180455E-02  0.337847      0.108463      0.613542E-02  0.395153E-02  0.932380E-03  0.751746E-03  0.379339E-03  0.120421E-03   0.00000    
  0.436476      0.296934E-01  0.280666      0.824084E-01  0.257543E-02  0.933290E-03  0.278091      0.814751E-01  0.350872E-02  0.237015E-02  0.478257E-03  0.389230E-03  0.205279E-03  0.658031E-04   0.00000    
  0.478586      0.175615E-01  0.217820      0.579545E-01  0.140963E-02  0.438167E-03  0.216411      0.575164E-01  0.184779E-02  0.130798E-02  0.222137E-03  0.182911E-03  0.101644E-03  0.331187E-04   0.00000    
  0.524759      0.947078E-02  0.157117      0.376495E-01  0.689518E-03  0.179811E-03  0.156427      0.374697E-01  0.869330E-03  0.645284E-03  0.899469E-04  0.750936E-04  0.442338E-04  0.147709E-04   0.00000    
  0.575386      0.451874E-02  0.102618      0.220151E-01  0.290489E-03  0.616742E-04  0.102328      0.219534E-01  0.352164E-03  0.274344E-03  0.303375E-04  0.257330E-04  0.161458E-04  0.560377E-05   0.00000    
  0.630897      0.182019E-02  0.582961E-01  0.111320E-01  0.995298E-04  0.164244E-04  0.581966E-01  0.111156E-01  0.115954E-03  0.949599E-04  0.790695E-05  0.682285E-05  0.456991E-05  0.169459E-05   0.00000    
  0.691764      0.572428E-03  0.269408E-01  0.455298E-02  0.251920E-04  0.295448E-05  0.269156E-01  0.455003E-02  0.281464E-04  0.243311E-04  0.138034E-05  0.120932E-05  0.860865E-06  0.364826E-06   0.00000    
  0.758504      0.118669E-03  0.888774E-02  0.131972E-02  0.386303E-05  0.237247E-06  0.888388E-02  0.131949E-02  0.410027E-05  0.379766E-05  0.104518E-06  0.905927E-07  0.653664E-07  0.421361E-07   0.00000    
  0.831682      0.120228E-04  0.159280E-02  0.206637E-03  0.243745E-06  -.376836E-08  0.159256E-02  0.206641E-03  0.239977E-06  0.246632E-06  -.241313E-08  -.277123E-08  -.288659E-08  0.141600E-08   0.00000    
  0.911920      0.208783E-06  0.637446E-04  0.715402E-05  0.165686E-08  -.360656E-09  0.637429E-04  0.715438E-05  0.129621E-08  0.181848E-08  -.174032E-09  -.174572E-09  -.161621E-09  -.120523E-10   0.00000    
  0.999900      0.772152E-14  0.910979E-11  0.861485E-12  -.731125E-17  -.100903E-16  0.910979E-11  0.861495E-12  -.174016E-16  -.290553E-17  -.464682E-17  -.464682E-17  -.440572E-17  -.796703E-18   0.00000    
