   6464.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.158485E-02   22.8363       2.20548       3.02655       2.12717       2.99386      0.783112E-01  0.326863E-01   5.12103       1.22723       1.22141       1.11674      0.899942      0.655706       0.00000    
  0.173775E-02   21.7873       2.12909       2.91350       2.04616       2.87860      0.829340E-01  0.349051E-01   4.92476       1.18435       1.17817       1.07515      0.861814      0.625277       0.00000    
  0.190540E-02   20.7782       2.05545       2.80416       1.96762       2.76688      0.878271E-01  0.372799E-01   4.73450       1.14270       1.13613       1.03478      0.824920      0.595964       0.00000    
  0.208923E-02   19.7930       1.98345       2.69704       1.89056       2.65729      0.928858E-01  0.397508E-01   4.54785       1.10179       1.09482      0.995142      0.788768      0.567322       0.00000    
  0.229079E-02   18.8611       1.91516       2.59490       1.81681       2.55244      0.983484E-01  0.424602E-01   4.36925       1.06253       1.05513      0.957133      0.754275      0.540172       0.00000    
  0.251180E-02   17.9550       1.84870       2.49520       1.74467       2.44990      0.104030      0.453020E-01   4.19457       1.02408       1.01623      0.919918      0.720594      0.513749       0.00000    
  0.275413E-02   17.0777       1.78430       2.39822       1.67434       2.34993      0.109957      0.482914E-01   4.02427      0.986521      0.978200      0.883589      0.687818      0.488136       0.00000    
  0.301984E-02   16.2460       1.72319       2.30559       1.60688       2.25404      0.116315      0.515477E-01   3.86092      0.950386      0.941562      0.848667      0.656490      0.463813       0.00000    
  0.331118E-02   15.4347       1.66358       2.21492       1.54070       2.15998      0.122880      0.549343E-01   3.70068      0.914886      0.905542      0.814374      0.625810      0.440065       0.00000    
  0.363064E-02   14.6593       1.60660       2.12769       1.47678       2.06914      0.129823      0.585594E-01   3.54592      0.880506      0.870612      0.781190      0.596277      0.417333       0.00000    
  0.398091E-02   13.9161       1.55206       2.04362       1.41492       1.98119      0.137141      0.624286E-01   3.39611      0.847136      0.836665      0.749007      0.567785      0.395520       0.00000    
  0.436498E-02   13.1918       1.49895       1.96139       1.35426       1.89495      0.144684      0.664444E-01   3.24921      0.814358      0.803293      0.717410      0.539904      0.374245       0.00000    
  0.478610E-02   12.5088       1.44900       1.88323       1.29624       1.81242      0.152757      0.708127E-01   3.10866      0.782872      0.771173      0.687096      0.513367      0.354148       0.00000    
  0.524785E-02   11.8467       1.40068       1.80716       1.23956       1.73178      0.161124      0.753824E-01   2.97134      0.752042      0.739689      0.657435      0.487519      0.334652       0.00000    
  0.575415E-02   11.2065       1.35409       1.73328       1.18429       1.65312      0.169801      0.801634E-01   2.83741      0.721900      0.708870      0.628458      0.462393      0.315787       0.00000    
  0.630929E-02   10.6027       1.31041       1.66308       1.13137       1.57774      0.179034      0.853360E-01   2.70911      0.692897      0.679153      0.600618      0.438475      0.297969       0.00000    
  0.691799E-02   10.0148       1.26800       1.59449       1.07948       1.50380      0.188525      0.906930E-01   2.58328      0.664391      0.649914      0.573273      0.415089      0.280610       0.00000    
  0.758542E-02   9.45416       1.22783       1.52871       1.02936       1.43233      0.198468      0.963777E-01   2.46170      0.636742      0.621502      0.546787      0.392622      0.264044       0.00000    
  0.831724E-02   8.91917       1.18979       1.46560      0.980924       1.36320      0.208866      0.102402       2.34412      0.609896      0.593866      0.521108      0.371028      0.248227       0.00000    
  0.911966E-02   8.39722       1.15286       1.40387      0.933340       1.29525      0.219519      0.108616       2.22859      0.583458      0.566623      0.495840      0.349882      0.232791       0.00000    
  0.999950E-02   7.89241       1.11759       1.34408      0.886904       1.22886      0.230682      0.115217       2.11577      0.557554      0.539882      0.471112      0.329351      0.217870       0.00000    
  0.109642E-01   7.40864       1.08398       1.28645      0.841843       1.16440      0.242138      0.122051       2.00624      0.532309      0.513787      0.447052      0.309535      0.203561       0.00000    
  0.120220E-01   6.95695       1.05300       1.23218      0.798894       1.10288      0.254109      0.129299       1.90178      0.508069      0.488673      0.424016      0.290825      0.190194       0.00000    
  0.131819E-01   6.52583       1.02382       1.18016      0.757323       1.04328      0.266492      0.136887       1.80060      0.484476      0.464190      0.401644      0.272847      0.177441       0.00000    
  0.144536E-01   6.11433      0.996348       1.13031      0.717077      0.985501      0.279271      0.144808       1.70258      0.461499      0.440312      0.379912      0.255578      0.165277       0.00000    
  0.158481E-01   5.72043      0.970428       1.08242      0.678029      0.929387      0.292398      0.153033       1.60742      0.439078      0.416982      0.358760      0.238951      0.153646       0.00000    
  0.173770E-01   5.34356      0.946007       1.03645      0.640151      0.874897      0.305856      0.161553       1.51505      0.417197      0.394189      0.338176      0.222954      0.142532       0.00000    
  0.190535E-01   4.98474      0.923172      0.992528      0.603525      0.822149      0.319647      0.170379       1.42567      0.395891      0.371975      0.318204      0.207633      0.131971       0.00000    
  0.208917E-01   4.64294      0.901821      0.950554      0.568092      0.771072      0.333728      0.179482       1.33916      0.375131      0.350317      0.298819      0.192961      0.121936       0.00000    
  0.229073E-01   4.31649      0.881795      0.910347      0.533752      0.721528      0.348043      0.188819       1.25528      0.354869      0.329174      0.279976      0.178883      0.112378       0.00000    
  0.251174E-01   4.00491      0.863033      0.871857      0.500483      0.673499      0.362549      0.198358       1.17398      0.335093      0.308543      0.261670      0.165390      0.103285       0.00000    
  0.275406E-01   3.70919      0.845586      0.835198      0.468376      0.627125      0.377209      0.208073       1.09550      0.315845      0.288477      0.243954      0.152531      0.946939E-01   0.00000    
  0.301976E-01   3.42826      0.829325      0.800240      0.437373      0.582337      0.391952      0.217903       1.01971      0.297098      0.268960      0.226804      0.140275      0.865731E-01   0.00000    
  0.331110E-01   3.16078      0.814098      0.766817      0.407394      0.539036      0.406704      0.227781      0.946430      0.278816      0.249963      0.210189      0.128578      0.788837E-01   0.00000    
  0.363055E-01   2.90636      0.799823      0.734865      0.378429      0.497223      0.421395      0.237641      0.875652      0.260996      0.231495      0.194112      0.117433      0.716158E-01   0.00000    
  0.398081E-01   2.66596      0.786499      0.704456      0.350579      0.457070      0.435920      0.247386      0.807649      0.243686      0.213628      0.178638      0.106893      0.648041E-01   0.00000    
  0.436487E-01   2.43855      0.773970      0.675429      0.323789      0.418515      0.450181      0.256915      0.742304      0.226865      0.196349      0.163749      0.969240E-01  0.584168E-01   0.00000    
  0.478598E-01   2.22304      0.762085      0.647616      0.297998      0.381487      0.464087      0.266130      0.679485      0.210510      0.179644      0.149421      0.874884E-01  0.524210E-01   0.00000    
  0.524772E-01   2.01913      0.750737      0.620923      0.273206      0.346008      0.477531      0.274915      0.619214      0.194625      0.163533      0.135667      0.785815E-01  0.468079E-01   0.00000    
  0.575400E-01   1.82781      0.739843      0.595350      0.249532      0.312288      0.490312      0.283061      0.561820      0.179274      0.148110      0.122568      0.702581E-01  0.416108E-01   0.00000    
  0.630913E-01   1.64804      0.729231      0.570697      0.226918      0.280262      0.502313      0.290434      0.507180      0.164439      0.133364      0.110103      0.624790E-01  0.367957E-01   0.00000    
  0.691782E-01   1.47897      0.718743      0.546786      0.205319      0.249879      0.513424      0.296907      0.455198      0.150108      0.119287      0.982574E-01  0.552115E-01  0.323342E-01   0.00000    
  0.758523E-01   1.32037      0.708235      0.523481      0.184744      0.221170      0.523491      0.302311      0.405914      0.136294      0.105907      0.870461E-01  0.484497E-01  0.282171E-01   0.00000    
  0.831703E-01   1.17323      0.697509      0.500673      0.165330      0.194380      0.532180      0.306293      0.359710      0.123083      0.933394E-01  0.765658E-01  0.422469E-01  0.244746E-01   0.00000    
  0.911943E-01   1.03650      0.686381      0.478145      0.147011      0.169414      0.539370      0.308732      0.316424      0.110455      0.815605E-01  0.667838E-01  0.365559E-01  0.210693E-01   0.00000    
  0.999925E-01  0.907517      0.674698      0.455619      0.129564      0.145936      0.545135      0.309683      0.275499      0.983022E-01  0.704419E-01  0.575762E-01  0.312615E-01  0.179177E-01   0.00000    
  0.109639      0.789138      0.662257      0.433101      0.113283      0.124396      0.548974      0.308705      0.237679      0.868012E-01  0.601822E-01  0.491152E-01  0.264818E-01  0.150989E-01   0.00000    
  0.120217      0.682060      0.648677      0.410362      0.982965E-01  0.105006      0.550380      0.305356      0.203303      0.760450E-01  0.508915E-01  0.414860E-01  0.222515E-01  0.126288E-01   0.00000    
  0.131815      0.584200      0.633781      0.387196      0.844245E-01  0.874648E-01  0.549357      0.299731      0.171889      0.659530E-01  0.424509E-01  0.345759E-01  0.184715E-01  0.104380E-01   0.00000    
  0.144533      0.495706      0.617201      0.363423      0.717253E-01  0.718435E-01  0.545475      0.291580      0.143569      0.565812E-01  0.349045E-01  0.284153E-01  0.151441E-01  0.852371E-02   0.00000    
  0.158477      0.415887      0.598691      0.338948      0.601499E-01  0.580293E-01  0.538541      0.280919      0.118179      0.479206E-01  0.282093E-01  0.229619E-01  0.122293E-01  0.685805E-02   0.00000    
  0.173766      0.344854      0.577793      0.313650      0.497510E-01  0.460607E-01  0.528042      0.267589      0.958116E-01  0.400271E-01  0.223921E-01  0.182328E-01  0.972384E-02  0.543576E-02   0.00000    
  0.190530      0.281867      0.554255      0.287540      0.404642E-01  0.357836E-01  0.513791      0.251756      0.762477E-01  0.328803E-01  0.173867E-01  0.141688E-01  0.758387E-02  0.422802E-02   0.00000    
  0.208912      0.226970      0.527548      0.260622      0.323295E-01  0.271923E-01  0.495219      0.233429      0.595219E-01  0.265296E-01  0.131965E-01  0.107691E-01  0.579997E-02  0.322682E-02   0.00000    
  0.229067      0.179372      0.497482      0.233061      0.252626E-01  0.200934E-01  0.472219      0.212967      0.453560E-01  0.209372E-01  0.973200E-02  0.795829E-02  0.432546E-02  0.240309E-02   0.00000    
  0.251167      0.139023      0.463558      0.205058      0.192820E-01  0.144317E-01  0.444275      0.190626      0.337138E-01  0.161372E-01  0.696993E-02  0.571558E-02  0.314482E-02  0.174623E-02   0.00000    
  0.275399      0.105076      0.425797      0.176960      0.142796E-01  0.998525E-02  0.411518      0.166975      0.242649E-01  0.120691E-01  0.480357E-02  0.395371E-02  0.221051E-02  0.122796E-02   0.00000    
  0.301969      0.773693E-01  0.383981      0.149220      0.102441E-01  0.665531E-02  0.373737      0.142565      0.168994E-01  0.874219E-02  0.318549E-02  0.263410E-02  0.150195E-02  0.835723E-03   0.00000    
  0.331102      0.550104E-01  0.338611      0.122338      0.704363E-02  0.421328E-02  0.331568      0.118125      0.112569E-01  0.607004E-02  0.200342E-02  0.166642E-02  0.973593E-03  0.543439E-03   0.00000    
  0.363046      0.377108E-01  0.290168      0.970023E-01  0.463232E-02  0.253552E-02  0.285536      0.944667E-01  0.716784E-02  0.403022E-02  0.119595E-02  0.100182E-02  0.602107E-03  0.337746E-03   0.00000    
  0.398071      0.245636E-01  0.239940      0.737422E-01  0.286188E-02  0.141680E-02  0.237078      0.723254E-01  0.427868E-02  0.251433E-02  0.661430E-03  0.558957E-03  0.347552E-03  0.196413E-03   0.00000    
  0.436476      0.149357E-01  0.189373      0.531451E-01  0.163323E-02  0.719403E-03  0.187740      0.524257E-01  0.235263E-02  0.145052E-02  0.331912E-03  0.283275E-03  0.182712E-03  0.104216E-03   0.00000    
  0.478586      0.850825E-02  0.140899      0.359541E-01  0.857769E-03  0.333926E-03  0.140041      0.356201E-01  0.119169E-02  0.769500E-03  0.151740E-03  0.131085E-03  0.882686E-04  0.511009E-04   0.00000    
  0.524759      0.440253E-02  0.969619E-01  0.223739E-01  0.400826E-03  0.135859E-03  0.965611E-01  0.222380E-01  0.536685E-03  0.363338E-03  0.605958E-04  0.530894E-04  0.374879E-04  0.221741E-04   0.00000    
  0.575386      0.200486E-02  0.600550E-01  0.124632E-01  0.160400E-03  0.464198E-04  0.598946E-01  0.124167E-01  0.206820E-03  0.147014E-03  0.202321E-04  0.180105E-04  0.133859E-04  0.817728E-05   0.00000    
  0.630897      0.765115E-03  0.320990E-01  0.595915E-02  0.518062E-04  0.124353E-04  0.320472E-01  0.594671E-02  0.642415E-04  0.480678E-04  0.526299E-05  0.476706E-05  0.373838E-05  0.240528E-05   0.00000    
  0.691764      0.225542E-03  0.138057E-01  0.228056E-02  0.122295E-04  0.231054E-05  0.137935E-01  0.227825E-02  0.145400E-04  0.115130E-04  0.938682E-06  0.865194E-06  0.716476E-06  0.506660E-06   0.00000    
  0.758504      0.426134E-04  0.414977E-02  0.605306E-03  0.170001E-05  0.212391E-06  0.414807E-02  0.605094E-03  0.191240E-05  0.163518E-05  0.798928E-07  0.744352E-07  0.648362E-07  0.580628E-07   0.00000    
  0.831682      0.383527E-05  0.658627E-03  0.844222E-04  0.947611E-07  0.345290E-08  0.658532E-03  0.844188E-04  0.982140E-07  0.942688E-07  0.627150E-09  0.501422E-09  0.492325E-09  0.232432E-08   0.00000    
  0.911920      0.552172E-07  0.217848E-04  0.243038E-05  0.526972E-09  -.105662E-09  0.217843E-04  0.243048E-05  0.421311E-09  0.575835E-09  -.529864E-10  -.531475E-10  -.488629E-10  0.472439E-12   0.00000    
  0.999900      0.165174E-14  0.231615E-11  0.219031E-12  -.216938E-17  -.303121E-17  0.231615E-11  0.219034E-12  -.520058E-17  -.893977E-18  -.133670E-17  -.133670E-17  -.127540E-17  -.357811E-18   0.00000    
