   10.0000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.436509E-03   9.23850      0.979893       1.25250      0.962792       1.24752      0.171014E-01  0.497716E-02   2.21032      0.694002      0.692808      0.554715      0.268790       0.00000       0.00000    
  0.478622E-03   9.10989      0.964896       1.23312      0.946612       1.22774      0.182833E-01  0.537802E-02   2.17435      0.683348      0.682062      0.545679      0.263265       0.00000       0.00000    
  0.524798E-03   8.97853      0.950104       1.21389      0.930510       1.20806      0.195934E-01  0.583118E-02   2.13857      0.672763      0.671375      0.536682      0.257747       0.00000       0.00000    
  0.575429E-03   8.84609      0.935420       1.19474      0.914451       1.18843      0.209691E-01  0.631169E-02   2.10288      0.662214      0.660718      0.527707      0.252237       0.00000       0.00000    
  0.630945E-03   8.71231      0.920874       1.17568      0.898446       1.16886      0.224275E-01  0.682672E-02   2.06730      0.651709      0.650099      0.518759      0.246737       0.00000       0.00000    
  0.691816E-03   8.57684      0.906561       1.15680      0.882536       1.14940      0.240250E-01  0.740122E-02   2.03193      0.641276      0.639540      0.509857      0.241259       0.00000       0.00000    
  0.758561E-03   8.44066      0.892367       1.13799      0.866674       1.12999      0.256933E-01  0.800646E-02   1.99666      0.630879      0.629010      0.500977      0.235795       0.00000       0.00000    
  0.831745E-03   8.30327      0.878405       1.11935      0.850906       1.11068      0.274988E-01  0.867183E-02   1.96159      0.620550      0.618537      0.492143      0.230356       0.00000       0.00000    
  0.911989E-03   8.16506      0.864663       1.10086      0.835227       1.09146      0.294362E-01  0.939639E-02   1.92669      0.610282      0.608113      0.483350      0.224945       0.00000       0.00000    
  0.999975E-03   8.02637      0.851060       1.08246      0.819604       1.07230      0.314564E-01  0.101583E-01   1.89191      0.600052      0.597720      0.474582      0.219552       0.00000       0.00000    
  0.109645E-02   7.88680      0.837807       1.06429      0.804118       1.05328      0.336887E-01  0.110178E-01   1.85739      0.589913      0.587400      0.465877      0.214205       0.00000       0.00000    
  0.120223E-02   7.74695      0.824737       1.04625      0.788703       1.03432      0.360345E-01  0.119310E-01   1.82302      0.579818      0.577115      0.457202      0.208884       0.00000       0.00000    
  0.131822E-02   7.60676      0.811886       1.02834      0.773370       1.01544      0.385151E-01  0.129078E-01   1.78881      0.569777      0.566870      0.448565      0.203593       0.00000       0.00000    
  0.144540E-02   7.46628      0.799408       1.01068      0.758176      0.996677      0.412320E-01  0.139991E-01   1.75485      0.559820      0.556690      0.439987      0.198355       0.00000       0.00000    
  0.158485E-02   7.32571      0.787113      0.993124      0.743046      0.977975      0.440671E-01  0.151488E-01   1.72102      0.549903      0.546539      0.431436      0.193143       0.00000       0.00000    
  0.173775E-02   7.18508      0.775163      0.975785      0.728037      0.959375      0.471257E-01  0.164096E-01   1.68741      0.540057      0.536440      0.422935      0.187980       0.00000       0.00000    
  0.190540E-02   7.04452      0.763547      0.958649      0.713139      0.940864      0.504075E-01  0.177846E-01   1.65400      0.530275      0.526385      0.414479      0.182864       0.00000       0.00000    
  0.208923E-02   6.90403      0.752135      0.941636      0.698308      0.922406      0.538265E-01  0.192301E-01   1.62071      0.520531      0.516357      0.406049      0.177777       0.00000       0.00000    
  0.229079E-02   6.76383      0.741222      0.924919      0.683633      0.904063      0.575888E-01  0.208558E-01   1.58770      0.510874      0.506384      0.397679      0.172759       0.00000       0.00000    
  0.251180E-02   6.62386      0.730579      0.908359      0.669036      0.885774      0.615430E-01  0.225852E-01   1.55481      0.501259      0.496437      0.389337      0.167778       0.00000       0.00000    
  0.275413E-02   6.48416      0.720238      0.891974      0.654527      0.867544      0.657111E-01  0.244302E-01   1.52207      0.491690      0.486517      0.381027      0.162837       0.00000       0.00000    
  0.301984E-02   6.34501      0.710431      0.875893      0.640161      0.849401      0.702697E-01  0.264921E-01   1.48956      0.482194      0.476636      0.372765      0.157967       0.00000       0.00000    
  0.331118E-02   6.20616      0.700880      0.859956      0.625860      0.831293      0.750198E-01  0.286626E-01   1.45715      0.472730      0.466770      0.364524      0.153131       0.00000       0.00000    
  0.363064E-02   6.06786      0.691796      0.844280      0.611674      0.813245      0.801223E-01  0.310346E-01   1.42492      0.463320      0.456927      0.356318      0.148353       0.00000       0.00000    
  0.398091E-02   5.93015      0.683181      0.828862      0.597592      0.795241      0.855889E-01  0.336211E-01   1.39283      0.453958      0.447100      0.348141      0.143634       0.00000       0.00000    
  0.436498E-02   5.79279      0.674846      0.813597      0.583571      0.777260      0.912750E-01  0.363377E-01   1.36083      0.444623      0.437280      0.339980      0.138949       0.00000       0.00000    
  0.478610E-02   5.65630      0.667177      0.798695      0.569683      0.759317      0.974940E-01  0.393778E-01   1.32900      0.435341      0.427468      0.331849      0.134342       0.00000       0.00000    
  0.524785E-02   5.52029      0.659884      0.783995      0.555862      0.741383      0.104022      0.426112E-01   1.29725      0.426084      0.417653      0.323731      0.129778       0.00000       0.00000    
  0.575415E-02   5.38479      0.652983      0.769506      0.542109      0.723459      0.110874      0.460474E-01   1.26557      0.416852      0.407835      0.315624      0.125258       0.00000       0.00000    
  0.630929E-02   5.25020      0.646805      0.755406      0.528468      0.705528      0.118337      0.498782E-01   1.23400      0.407652      0.397997      0.307531      0.120816       0.00000       0.00000    
  0.691799E-02   5.11602      0.640965      0.741487      0.514873      0.687585      0.126092      0.539023E-01   1.20246      0.398464      0.388146      0.299439      0.116409       0.00000       0.00000    
  0.758542E-02   4.98255      0.635725      0.727891      0.501357      0.669617      0.134368      0.582743E-01   1.17097      0.389292      0.378267      0.291350      0.112065       0.00000       0.00000    
  0.831724E-02   4.84978      0.631107      0.714630      0.487909      0.651603      0.143198      0.630276E-01   1.13951      0.380127      0.368348      0.283255      0.107782       0.00000       0.00000    
  0.911966E-02   4.71733      0.626843      0.701560      0.474496      0.633557      0.152347      0.680031E-01   1.10805      0.370963      0.358404      0.275153      0.103533       0.00000       0.00000    
  0.999950E-02   4.58520      0.623334      0.688888      0.461122      0.615401      0.162213      0.734869E-01   1.07652      0.361779      0.348382      0.267018      0.993423E-01   0.00000       0.00000    
  0.109642E-01   4.45370      0.620232      0.676448      0.447794      0.597213      0.172438      0.792350E-01   1.04501      0.352597      0.338333      0.258881      0.951969E-01   0.00000       0.00000    
  0.120220E-01   4.32311      0.617873      0.664434      0.434531      0.578946      0.183342      0.854874E-01   1.01348      0.343404      0.328220      0.250726      0.911274E-01   0.00000       0.00000    
  0.131819E-01   4.19301      0.616163      0.652788      0.421302      0.560579      0.194861      0.922089E-01  0.981881      0.334185      0.318037      0.242543      0.871163E-01   0.00000       0.00000    
  0.144536E-01   4.06335      0.615103      0.641521      0.408098      0.542102      0.207005      0.994186E-01  0.950201      0.324935      0.307775      0.234327      0.831633E-01   0.00000       0.00000    
  0.158481E-01   3.93405      0.614653      0.630616      0.394912      0.523514      0.219741      0.107102      0.918426      0.315648      0.297436      0.226078      0.792646E-01   0.00000       0.00000    
  0.173770E-01   3.80504      0.614817      0.620084      0.381738      0.504807      0.233079      0.115278      0.886545      0.306317      0.287015      0.217792      0.754207E-01   0.00000       0.00000    
  0.190535E-01   3.67630      0.615654      0.609974      0.368570      0.485961      0.247084      0.124013      0.854532      0.296933      0.276498      0.209463      0.716377E-01   0.00000       0.00000    
  0.208917E-01   3.54774      0.617148      0.600286      0.355403      0.466976      0.261745      0.133311      0.822379      0.287488      0.265886      0.201090      0.679154E-01   0.00000       0.00000    
  0.229073E-01   3.41930      0.619248      0.591002      0.342231      0.447858      0.277016      0.143145      0.790089      0.277981      0.255182      0.192675      0.642509E-01   0.00000       0.00000    
  0.251174E-01   3.29091      0.621943      0.582129      0.329052      0.428607      0.292892      0.153522      0.757658      0.268406      0.244387      0.184220      0.606456E-01   0.00000       0.00000    
  0.275406E-01   3.16251      0.625277      0.573712      0.315859      0.409213      0.309418      0.164499      0.725072      0.258751      0.233493      0.175721      0.571076E-01   0.00000       0.00000    
  0.301976E-01   3.03406      0.629203      0.565738      0.302652      0.389691      0.326551      0.176047      0.692343      0.249015      0.222507      0.167184      0.536371E-01   0.00000       0.00000    
  0.331110E-01   2.90550      0.633657      0.558177      0.289431      0.370061      0.344226      0.188116      0.659492      0.239198      0.211443      0.158617      0.502325E-01   0.00000       0.00000    
  0.363055E-01   2.77682      0.638606      0.551019      0.276196      0.350337      0.362409      0.200682      0.626534      0.229300      0.200310      0.150027      0.468967E-01   0.00000       0.00000    
  0.398081E-01   2.64798      0.644054      0.544290      0.262950      0.330537      0.381104      0.213754      0.593487      0.219309      0.189114      0.141423      0.436410E-01   0.00000       0.00000    
  0.436487E-01   2.51899      0.649923      0.537944      0.249699      0.310695      0.400224      0.227249      0.560394      0.209233      0.177876      0.132819      0.404662E-01   0.00000       0.00000    
  0.478598E-01   2.38990      0.656128      0.531923      0.236449      0.290851      0.419679      0.241073      0.527300      0.199077      0.166621      0.124230      0.373720E-01   0.00000       0.00000    
  0.524772E-01   2.26077      0.662606      0.526183      0.223211      0.271044      0.439395      0.255139      0.494255      0.188848      0.155370      0.115674      0.343629E-01   0.00000       0.00000    
  0.575400E-01   2.13170      0.669297      0.520683      0.210001      0.251340      0.459296      0.269343      0.461341      0.178546      0.144160      0.107180      0.314547E-01   0.00000       0.00000    
  0.630913E-01   2.00285      0.676089      0.515321      0.196835      0.231798      0.479253      0.283522      0.428634      0.168188      0.133026      0.987722E-01  0.286478E-01   0.00000       0.00000    
  0.691782E-01   1.87437      0.682878      0.509989      0.183732      0.212479      0.499146      0.297510      0.396211      0.157789      0.122005      0.904743E-01  0.259430E-01   0.00000       0.00000    
  0.758523E-01   1.74648      0.689559      0.504573      0.170714      0.193454      0.518845      0.311119      0.364169      0.147369      0.111138      0.823166E-01  0.233458E-01   0.00000       0.00000    
  0.831703E-01   1.61959      0.695972      0.498891      0.157825      0.174858      0.538147      0.324032      0.332684      0.136949      0.100501      0.743573E-01  0.208768E-01   0.00000       0.00000    
  0.911943E-01   1.49398      0.701980      0.492766      0.145093      0.156764      0.556887      0.336003      0.301857      0.126559      0.901386E-01  0.666250E-01  0.185338E-01   0.00000       0.00000    
  0.999925E-01   1.36969      0.707470      0.486042      0.132523      0.139204      0.574947      0.346838      0.271727      0.116218      0.800732E-01  0.591307E-01  0.163057E-01   0.00000       0.00000    
  0.109639       1.24752      0.712248      0.478486      0.120190      0.122328      0.592058      0.356159      0.242518      0.105976      0.703893E-01  0.519384E-01  0.142140E-01   0.00000       0.00000    
  0.120217       1.12828      0.715988      0.469702      0.108176      0.106336      0.607812      0.363366      0.214511      0.958956E-01  0.612027E-01  0.451329E-01  0.122801E-01   0.00000       0.00000    
  0.131815       1.01216      0.718524      0.459502      0.964991E-01  0.912465E-01  0.622024      0.368256      0.187746      0.860085E-01  0.525275E-01  0.387190E-01  0.104905E-01   0.00000       0.00000    
  0.144533      0.899912      0.719478      0.447505      0.852378E-01  0.772079E-01  0.634240      0.370297      0.162446      0.763823E-01  0.444501E-01  0.327578E-01  0.885547E-02   0.00000       0.00000    
  0.158477      0.791969      0.718554      0.433482      0.744362E-01  0.642647E-01  0.644118      0.369217      0.138701      0.670658E-01  0.369984E-01  0.272664E-01  0.737035E-02   0.00000       0.00000    
  0.173766      0.689199      0.715179      0.417019      0.641865E-01  0.525531E-01  0.650992      0.364466      0.116740      0.581431E-01  0.302521E-01  0.223010E-01  0.604343E-02   0.00000       0.00000    
  0.190530      0.591975      0.708916      0.397963      0.545301E-01  0.420745E-01  0.654386      0.355889      0.966046E-01  0.496635E-01  0.242141E-01  0.178604E-01  0.486657E-02   0.00000       0.00000    
  0.208912      0.501230      0.698899      0.375954      0.455689E-01  0.329319E-01  0.653330      0.343022      0.785008E-01  0.417239E-01  0.189448E-01  0.139871E-01  0.384501E-02   0.00000       0.00000    
  0.229067      0.417208      0.684515      0.351011      0.373321E-01  0.250672E-01  0.647183      0.325944      0.623993E-01  0.343654E-01  0.144120E-01  0.106553E-01  0.296668E-02   0.00000       0.00000    
  0.251167      0.340827      0.664533      0.322971      0.299208E-01  0.185278E-01  0.634613      0.304443      0.484486E-01  0.276880E-01  0.106437E-01  0.788404E-02  0.223280E-02   0.00000       0.00000    
  0.275399      0.272110      0.638237      0.292154      0.233385E-01  0.131890E-01  0.614899      0.278965      0.365275E-01  0.217110E-01  0.756871E-02  0.562030E-02  0.162741E-02   0.00000       0.00000    
  0.301969      0.211845      0.604155      0.258783      0.176679E-01  0.902853E-02  0.586487      0.249754      0.266964E-01  0.165208E-01  0.517418E-02  0.385435E-02  0.114712E-02   0.00000       0.00000    
  0.331102      0.159734      0.561807      0.223586      0.128709E-01  0.586486E-02  0.548936      0.217722      0.187358E-01  0.120980E-01  0.335527E-02  0.250960E-02  0.772896E-03   0.00000       0.00000    
  0.363046      0.116285      0.510062      0.187352      0.898937E-02  0.361075E-02  0.501073      0.183741      0.126001E-01  0.849251E-02  0.206128E-02  0.154947E-02  0.496854E-03   0.00000       0.00000    
  0.398071      0.807894E-01  0.449493      0.151217      0.593104E-02  0.205920E-02  0.443562      0.149158      0.799024E-02  0.563235E-02  0.117233E-02  0.886872E-03  0.298692E-03   0.00000       0.00000    
  0.436476      0.530133E-01  0.380712      0.116457      0.365636E-02  0.107462E-02  0.377056      0.115382      0.473098E-02  0.349111E-02  0.609836E-03  0.464785E-03  0.165250E-03   0.00000       0.00000    
  0.478586      0.325506E-01  0.306105      0.845858E-01  0.207615E-02  0.505268E-03  0.304029      0.840806E-01  0.258142E-02  0.199287E-02  0.285575E-03  0.219694E-03  0.832791E-04   0.00000       0.00000    
  0.524759      0.182896E-01  0.229672      0.569491E-01  0.105754E-02  0.206580E-03  0.228614      0.567426E-01  0.126412E-02  0.102075E-02  0.116193E-03  0.903877E-04  0.367952E-04   0.00000       0.00000    
  0.575386      0.913623E-02  0.156815      0.346674E-01  0.466259E-03  0.700136E-04  0.156349      0.345974E-01  0.536272E-03  0.452713E-03  0.391624E-04  0.308512E-04  0.135453E-04   0.00000       0.00000    
  0.630897      0.387942E-02  0.937361E-01  0.183609E-01  0.168311E-03  0.181417E-04  0.935677E-01  0.183428E-01  0.186453E-03  0.164517E-03  0.100932E-04  0.804851E-05  0.379380E-05   0.00000       0.00000    
  0.691764      0.129901E-02  0.459932E-01  0.793426E-02  0.453185E-04  0.305011E-05  0.459479E-01  0.793121E-02  0.483686E-04  0.446588E-04  0.169490E-05  0.135521E-05  0.659659E-06   0.00000       0.00000    
  0.758504      0.294323E-03  0.163821E-01  0.247176E-02  0.757100E-05  0.185788E-06  0.163746E-01  0.247158E-02  0.775679E-05  0.754820E-05  0.107801E-06  0.779863E-07  0.228016E-07   0.00000       0.00000    
  0.831682      0.334180E-04  0.324682E-02  0.425780E-03  0.534350E-06  -.161639E-07  0.324629E-02  0.425797E-03  0.518186E-06  0.543282E-06  -.766212E-08  -.850174E-08  -.893210E-08   0.00000       0.00000    
  0.911920      0.694365E-06  0.152248E-03  0.171779E-04  0.441182E-08  -.717855E-09  0.152243E-03  0.171787E-04  0.369396E-08  0.473968E-08  -.358202E-09  -.359653E-09  -.327863E-09   0.00000       0.00000    
  0.999900      0.275721E-13  0.279616E-10  0.264425E-11  -.137584E-16  -.198431E-16  0.279616E-10  0.264427E-11  -.336015E-16  -.457686E-17  -.992155E-17  -.992156E-17  -.918153E-17   0.00000       0.00000    
