   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.144540E-02   24.3883       2.33382       3.21702       2.25890       3.18590      0.749245E-01  0.311257E-01   5.44480       1.29508       1.28954       1.18349      0.963821      0.712863       0.00000    
  0.158485E-02   23.2594       2.25160       3.09558       2.17229       3.06237      0.793084E-01  0.332116E-01   5.23466       1.24939       1.24351       1.13912      0.922893      0.679745       0.00000    
  0.173775E-02   22.1788       2.17262       2.97859       2.08865       2.94314      0.839714E-01  0.354556E-01   5.03179       1.20520       1.19894       1.09621      0.883451      0.647984       0.00000    
  0.190540E-02   21.1400       2.09650       2.86549       2.00760       2.82763      0.889054E-01  0.378567E-01   4.83523       1.16229       1.15565       1.05458      0.845304      0.617400       0.00000    
  0.208923E-02   20.1262       2.02211       2.75472       1.92810       2.71436      0.940052E-01  0.403542E-01   4.64247       1.12017       1.11312       1.01372      0.807935      0.587523       0.00000    
  0.229079E-02   19.1681       1.95159       2.64917       1.85208       2.60608      0.995099E-01  0.430912E-01   4.45815       1.07977       1.07229      0.974573      0.772307      0.559219       0.00000    
  0.251180E-02   18.2368       1.88298       2.54617       1.77774       2.50021      0.105234      0.459610E-01   4.27795       1.04021       1.03228      0.936256      0.737528      0.531680       0.00000    
  0.275413E-02   17.3357       1.81650       2.44603       1.70529       2.39705      0.111203      0.489790E-01   4.10234       1.00160      0.993188      0.898867      0.703699      0.504996       0.00000    
  0.301984E-02   16.4822       1.75346       2.35044       1.63585       2.29818      0.117604      0.522645E-01   3.93403      0.964469      0.955555      0.862954      0.671384      0.479668       0.00000    
  0.331118E-02   15.6498       1.69197       2.25690       1.56775       2.20122      0.124211      0.556804E-01   3.76897      0.928006      0.918571      0.827699      0.639748      0.454946       0.00000    
  0.363064E-02   14.8548       1.63322       2.16696       1.50203       2.10763      0.131196      0.593353E-01   3.60965      0.892716      0.882729      0.793606      0.609311      0.431292       0.00000    
  0.398091E-02   14.0934       1.57700       2.08032       1.43845       2.01708      0.138556      0.632342E-01   3.45553      0.858483      0.847917      0.760560      0.579963      0.408604       0.00000    
  0.436498E-02   13.3517       1.52226       1.99560       1.37612       1.92832      0.146140      0.672797E-01   3.30444      0.824869      0.813707      0.728129      0.551253      0.386481       0.00000    
  0.478610E-02   12.6529       1.47080       1.91512       1.31655       1.84344      0.154252      0.716773E-01   3.16000      0.792606      0.780809      0.697039      0.523946      0.365597       0.00000    
  0.524785E-02   11.9758       1.42104       1.83683       1.25839       1.76055      0.162657      0.762760E-01   3.01894      0.761029      0.748576      0.666633      0.497358      0.345343       0.00000    
  0.575415E-02   11.3215       1.37307       1.76082       1.20169       1.67973      0.171370      0.810853E-01   2.88143      0.730171      0.717040      0.636941      0.471524      0.325750       0.00000    
  0.630929E-02   10.7050       1.32809       1.68864       1.14745       1.60235      0.180637      0.862849E-01   2.74981      0.700504      0.686656      0.608438      0.446949      0.307258       0.00000    
  0.691799E-02   10.1048       1.28444       1.61814       1.09428       1.52647      0.190160      0.916679E-01   2.62076      0.671354      0.656775      0.580453      0.422928      0.289246       0.00000    
  0.758542E-02   9.53305       1.24310       1.55057       1.04297       1.45319      0.200131      0.973769E-01   2.49615      0.643100      0.627758      0.553365      0.399865      0.272065       0.00000    
  0.831724E-02   8.98783       1.20395       1.48577      0.993397       1.38234      0.210554      0.103423       2.37574      0.615685      0.599554      0.527121      0.377712      0.255668       0.00000    
  0.911966E-02   8.45609       1.16595       1.42239      0.944719       1.31274      0.221228      0.109657       2.25746      0.588696      0.571761      0.501305      0.356023      0.239672       0.00000    
  0.999950E-02   7.94194       1.12963       1.36102      0.897229       1.24475      0.232406      0.116275       2.14198      0.562260      0.544490      0.476049      0.334969      0.224209       0.00000    
  0.109642E-01   7.44966       1.09505       1.30190      0.851176       1.17878      0.243875      0.123123       2.02996      0.536515      0.517897      0.451494      0.314661      0.209390       0.00000    
  0.120220E-01   6.99064       1.06318       1.24628      0.807328       1.11590      0.255851      0.130381       1.92323      0.511822      0.492333      0.428010      0.295506      0.195559       0.00000    
  0.131819E-01   6.55286       1.03315       1.19299      0.764915       1.05502      0.268234      0.137974       1.81993      0.487803      0.467428      0.405218      0.277112      0.182370       0.00000    
  0.144536E-01   6.13534       1.00488       1.14194      0.723881      0.996047      0.281003      0.145895       1.71993      0.464429      0.443157      0.383094      0.259453      0.169796       0.00000    
  0.158481E-01   5.73597      0.978207       1.09292      0.684093      0.938811      0.294114      0.154114       1.62290      0.441633      0.419459      0.361574      0.242459      0.157778       0.00000    
  0.173770E-01   5.35417      0.953068       1.04589      0.645521      0.883271      0.307547      0.162621       1.52879      0.419402      0.396323      0.340647      0.226119      0.146301       0.00000    
  0.190535E-01   4.99097      0.929553       1.00097      0.608250      0.829548      0.321303      0.171426       1.43780      0.397770      0.373791      0.320357      0.210480      0.135401       0.00000    
  0.208917E-01   4.64528      0.907557      0.958068      0.572219      0.777567      0.335338      0.180501       1.34979      0.376708      0.351840      0.300678      0.195511      0.125049       0.00000    
  0.229073E-01   4.31539      0.886918      0.916983      0.537322      0.727184      0.349596      0.189799       1.26451      0.356165      0.330427      0.281563      0.181157      0.115194       0.00000    
  0.251174E-01   4.00079      0.867571      0.877669      0.503538      0.678379      0.364033      0.199290       1.18192      0.336130      0.309548      0.263007      0.167408      0.105824       0.00000    
  0.275406E-01   3.70249      0.849569      0.840240      0.470958      0.631294      0.378611      0.208946       1.10225      0.316645      0.289257      0.245062      0.154313      0.969751E-01   0.00000    
  0.301976E-01   3.41937      0.832779      0.804564      0.439522      0.585858      0.393257      0.218705       1.02538      0.297681      0.269537      0.227705      0.141841      0.886162E-01   0.00000    
  0.331110E-01   3.15005      0.817044      0.770466      0.409146      0.541966      0.407898      0.228500      0.951112      0.279201      0.250358      0.210903      0.129945      0.807056E-01   0.00000    
  0.363055E-01   2.89412      0.802282      0.737879      0.379819      0.499616      0.422463      0.238263      0.879436      0.261202      0.231727      0.194656      0.118618      0.732330E-01   0.00000    
  0.398081E-01   2.65255      0.788491      0.706881      0.351646      0.458984      0.436845      0.247896      0.810630      0.243733      0.213717      0.179033      0.107913      0.662338E-01   0.00000    
  0.436487E-01   2.42425      0.775513      0.677302      0.324567      0.420004      0.450946      0.257298      0.744570      0.226772      0.196316      0.164012      0.977953E-01  0.596749E-01   0.00000    
  0.478598E-01   2.20813      0.763194      0.648971      0.298518      0.382599      0.464676      0.266372      0.681117      0.210292      0.179507      0.149570      0.882254E-01  0.535217E-01   0.00000    
  0.524772E-01   2.00384      0.751424      0.621792      0.273498      0.346790      0.477926      0.275002      0.620288      0.194300      0.163308      0.135717      0.791978E-01  0.477647E-01   0.00000    
  0.575400E-01   1.81239      0.740121      0.595767      0.249628      0.312790      0.490493      0.282977      0.562418      0.178860      0.147815      0.122537      0.707682E-01  0.424382E-01   0.00000    
  0.630913E-01   1.63269      0.729109      0.570691      0.226848      0.280527      0.502261      0.290164      0.507375      0.163952      0.133015      0.110005      0.628958E-01  0.375065E-01   0.00000    
  0.691782E-01   1.46388      0.718231      0.546384      0.205109      0.249946      0.513122      0.296439      0.455055      0.149562      0.118899      0.981066E-01  0.555463E-01  0.329400E-01   0.00000    
  0.758523E-01   1.30570      0.707339      0.522709      0.184418      0.221076      0.522921      0.301633      0.405494      0.135705      0.105493      0.868546E-01  0.487133E-01  0.287288E-01   0.00000    
  0.831703E-01   1.15912      0.696236      0.499559      0.164915      0.194164      0.531322      0.305395      0.359078      0.122464      0.929136E-01  0.763465E-01  0.424502E-01  0.249036E-01   0.00000    
  0.911943E-01   1.02309      0.684735      0.476715      0.146529      0.169108      0.538207      0.307607      0.315636      0.109820      0.811342E-01  0.665477E-01  0.367086E-01  0.214257E-01   0.00000    
  0.999925E-01  0.894857      0.672685      0.453892      0.129030      0.145560      0.543654      0.308332      0.274590      0.976609E-01  0.700219E-01  0.573296E-01  0.313694E-01  0.182081E-01   0.00000    
  0.109639      0.777335      0.659879      0.431105      0.112720      0.123980      0.547159      0.307126      0.236700      0.861658E-01  0.597788E-01  0.488680E-01  0.265541E-01  0.153330E-01   0.00000    
  0.120217      0.671199      0.645940      0.408131      0.977248E-01  0.104577      0.548215      0.303554      0.202302      0.754280E-01  0.505140E-01  0.412473E-01  0.222967E-01  0.128161E-01   0.00000    
  0.131815      0.574322      0.630691      0.384761      0.838594E-01  0.870416E-01  0.546831      0.297719      0.170901      0.653635E-01  0.421047E-01  0.343514E-01  0.184959E-01  0.105855E-01   0.00000    
  0.144533      0.486832      0.613764      0.360818      0.711805E-01  0.714416E-01  0.542583      0.289377      0.142622      0.560275E-01  0.345939E-01  0.282096E-01  0.151529E-01  0.863808E-02   0.00000    
  0.158477      0.408020      0.594917      0.336210      0.596363E-01  0.576597E-01  0.535281      0.278550      0.117296      0.474091E-01  0.279366E-01  0.227781E-01  0.122272E-01  0.694500E-02   0.00000    
  0.173766      0.337978      0.573698      0.310820      0.492778E-01  0.457316E-01  0.524420      0.265088      0.950095E-01  0.395633E-01  0.221583E-01  0.180727E-01  0.971459E-02  0.550056E-02   0.00000    
  0.190530      0.275950      0.549862      0.284663      0.400381E-01  0.354996E-01  0.509823      0.249163      0.755377E-01  0.324676E-01  0.171913E-01  0.140332E-01  0.757052E-02  0.427509E-02   0.00000    
  0.208912      0.221966      0.522889      0.257748      0.319550E-01  0.269551E-01  0.490934      0.230793      0.589101E-01  0.261701E-01  0.130375E-01  0.106574E-01  0.578497E-02  0.326014E-02   0.00000    
  0.229067      0.175221      0.492601      0.230240      0.249418E-01  0.199018E-01  0.467659      0.210339      0.448436E-01  0.206313E-01  0.960671E-02  0.786922E-02  0.431052E-02  0.242587E-02   0.00000    
  0.251167      0.135652      0.458518      0.202347      0.190149E-01  0.142826E-01  0.439503      0.188064      0.332975E-01  0.158837E-01  0.687441E-02  0.564693E-02  0.313118E-02  0.176127E-02   0.00000    
  0.275399      0.102407      0.420677      0.174410      0.140642E-01  0.987391E-02  0.406612      0.164536      0.239381E-01  0.118654E-01  0.473362E-02  0.390288E-02  0.219886E-02  0.123741E-02   0.00000    
  0.301969      0.753137E-01  0.378882      0.146884      0.100765E-01  0.657581E-02  0.368806      0.140308      0.166523E-01  0.858388E-02  0.313641E-02  0.259804E-02  0.149260E-02  0.841364E-03   0.00000    
  0.331102      0.534808E-01  0.333651      0.120259      0.691861E-02  0.415953E-02  0.326732      0.116100      0.110781E-01  0.595206E-02  0.197080E-02  0.164218E-02  0.966544E-03  0.546559E-03   0.00000    
  0.363046      0.366144E-01  0.285485      0.952168E-01  0.454342E-02  0.250121E-02  0.280942      0.927156E-01  0.704463E-02  0.394629E-02  0.117546E-02  0.986408E-03  0.597127E-03  0.339337E-03   0.00000    
  0.398071      0.238157E-01  0.235675      0.722716E-01  0.280242E-02  0.139652E-02  0.232872      0.708750E-01  0.419894E-02  0.245813E-02  0.649527E-03  0.549879E-03  0.344294E-03  0.197118E-03   0.00000    
  0.436476      0.144559E-01  0.185660      0.519934E-01  0.159617E-02  0.708349E-03  0.184064      0.512851E-01  0.230451E-02  0.141543E-02  0.325560E-03  0.278351E-03  0.180738E-03  0.104438E-03   0.00000    
  0.478586      0.822109E-02  0.137855      0.351090E-01  0.836674E-03  0.328538E-03  0.137018      0.347805E-01  0.116521E-02  0.749468E-03  0.148704E-03  0.128691E-03  0.872055E-04  0.511429E-04   0.00000    
  0.524759      0.424597E-02  0.946515E-01  0.218025E-01  0.390125E-03  0.133570E-03  0.942614E-01  0.216689E-01  0.523695E-03  0.353136E-03  0.593335E-04  0.520750E-04  0.369888E-04  0.221614E-04   0.00000    
  0.575386      0.192944E-02  0.584737E-01  0.121163E-01  0.155739E-03  0.456092E-04  0.583180E-01  0.120707E-01  0.201348E-03  0.142548E-03  0.197961E-04  0.176527E-04  0.131912E-04  0.816039E-05   0.00000    
  0.630897      0.734494E-03  0.311618E-01  0.577758E-02  0.501602E-04  0.122136E-04  0.311116E-01  0.576537E-02  0.623738E-04  0.464800E-04  0.514714E-05  0.466991E-05  0.368014E-05  0.239659E-05   0.00000    
  0.691764      0.215862E-03  0.133560E-01  0.220395E-02  0.118019E-04  0.227020E-05  0.133442E-01  0.220168E-02  0.140721E-04  0.110968E-04  0.918306E-06  0.847805E-06  0.705183E-06  0.504085E-06   0.00000    
  0.758504      0.406069E-04  0.399642E-02  0.582455E-03  0.163291E-05  0.209269E-06  0.399479E-02  0.582246E-03  0.184218E-05  0.156888E-05  0.783995E-07  0.731873E-07  0.640341E-07  0.576821E-07   0.00000    
  0.831682      0.363424E-05  0.630555E-03  0.807787E-04  0.904923E-07  0.356914E-08  0.630465E-03  0.807752E-04  0.940614E-07  0.899324E-07  0.686414E-09  0.566981E-09  0.559858E-09  0.231574E-08   0.00000    
  0.911920      0.518551E-07  0.206644E-04  0.230474E-05  0.498655E-09  -.987486E-10  0.206639E-04  0.230484E-05  0.399907E-09  0.544490E-09  -.497406E-10  -.498924E-10  -.458345E-10  0.884416E-12   0.00000    
  0.999900      0.153235E-14  0.216608E-11  0.204839E-12  -.203288E-17  -.284090E-17  0.216608E-11  0.204842E-12  -.487378E-17  -.838084E-18  -.125212E-17  -.125212E-17  -.119479E-17  -.336660E-18   0.00000    
