   5.00000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.275420E-03   5.35936      0.773723       1.07310      0.763486       1.07054      0.102372E-01  0.255911E-02   1.83403      0.610360      0.609664      0.460880      0.153126       0.00000       0.00000    
  0.301992E-03   5.36786      0.764669       1.05983      0.753694       1.05705      0.109749E-01  0.277703E-02   1.81074      0.602772      0.602020      0.455029      0.150922       0.00000       0.00000    
  0.331127E-03   5.37043      0.755646       1.04656      0.743861       1.04354      0.117849E-01  0.302084E-02   1.78740      0.595195      0.594381      0.449161      0.148666       0.00000       0.00000    
  0.363073E-03   5.37023      0.746643       1.03331      0.734010       1.03003      0.126322E-01  0.327829E-02   1.76404      0.587624      0.586746      0.443287      0.146386       0.00000       0.00000    
  0.398101E-03   5.36496      0.737687       1.02008      0.724133       1.01652      0.135541E-01  0.356316E-02   1.74065      0.580068      0.579119      0.437402      0.144064       0.00000       0.00000    
  0.436509E-03   5.35581      0.728786       1.00689      0.714241       1.00301      0.145449E-01  0.387403E-02   1.71725      0.572528      0.571502      0.431511      0.141713       0.00000       0.00000    
  0.478622E-03   5.34420      0.719921      0.993710      0.704341      0.989509      0.155799E-01  0.420163E-02   1.69385      0.564997      0.563891      0.425618      0.139343       0.00000       0.00000    
  0.524798E-03   5.32716      0.711162      0.980594      0.694431      0.976020      0.167312E-01  0.457423E-02   1.67045      0.557495      0.556299      0.419721      0.136936       0.00000       0.00000    
  0.575429E-03   5.30783      0.702464      0.967512      0.684522      0.962542      0.179421E-01  0.497052E-02   1.64706      0.550008      0.548716      0.413826      0.134515       0.00000       0.00000    
  0.630945E-03   5.28558      0.693843      0.954473      0.674614      0.949077      0.192283E-01  0.539672E-02   1.62369      0.542539      0.541146      0.407931      0.132075       0.00000       0.00000    
  0.691816E-03   5.25928      0.685357      0.941511      0.664716      0.935636      0.206417E-01  0.587476E-02   1.60035      0.535101      0.533596      0.402041      0.129615       0.00000       0.00000    
  0.758561E-03   5.23115      0.676944      0.928588      0.654824      0.922208      0.221199E-01  0.637973E-02   1.57703      0.527679      0.526055      0.396153      0.127145       0.00000       0.00000    
  0.831745E-03   5.19969      0.668671      0.915743      0.644947      0.908806      0.237242E-01  0.693749E-02   1.55375      0.520287      0.518534      0.390272      0.124661       0.00000       0.00000    
  0.911989E-03   5.16559      0.660539      0.902973      0.635088      0.895426      0.254501E-01  0.754756E-02   1.53051      0.512921      0.511029      0.384397      0.122167       0.00000       0.00000    
  0.999975E-03   5.12987      0.652494      0.890251      0.625241      0.882060      0.272524E-01  0.819063E-02   1.50730      0.505572      0.503534      0.378526      0.119669       0.00000       0.00000    
  0.109645E-02   5.09063      0.644677      0.877649      0.615426      0.868729      0.292512E-01  0.892059E-02   1.48415      0.498263      0.496062      0.372667      0.117163       0.00000       0.00000    
  0.120223E-02   5.04983      0.636984      0.865112      0.605628      0.855413      0.313558E-01  0.969859E-02   1.46104      0.490974      0.488600      0.366813      0.114654       0.00000       0.00000    
  0.131822E-02   5.00717      0.629438      0.852650      0.595852      0.842116      0.335858E-01  0.105336E-01   1.43797      0.483708      0.481150      0.360966      0.112144       0.00000       0.00000    
  0.144540E-02   4.96182      0.622150      0.840318      0.586113      0.828847      0.360368E-01  0.114719E-01   1.41496      0.476478      0.473718      0.355129      0.109634       0.00000       0.00000    
  0.158485E-02   4.91527      0.614990      0.828051      0.576392      0.815588      0.385988E-01  0.124631E-01   1.39198      0.469265      0.466292      0.349296      0.107126       0.00000       0.00000    
  0.173775E-02   4.86660      0.608075      0.815904      0.566704      0.802349      0.413709E-01  0.135553E-01   1.36905      0.462083      0.458878      0.343472      0.104621       0.00000       0.00000    
  0.190540E-02   4.81618      0.601402      0.803875      0.557048      0.789123      0.443539E-01  0.147519E-01   1.34617      0.454925      0.451470      0.337653      0.102122       0.00000       0.00000    
  0.208923E-02   4.76471      0.594877      0.791917      0.547410      0.775904      0.474668E-01  0.160131E-01   1.32331      0.447784      0.444067      0.331837      0.996266E-01   0.00000       0.00000    
  0.229079E-02   4.71099      0.588723      0.780134      0.537817      0.762694      0.509058E-01  0.174404E-01   1.30051      0.440675      0.436667      0.326027      0.971419E-01   0.00000       0.00000    
  0.251180E-02   4.65622      0.582773      0.768447      0.528245      0.749483      0.545281E-01  0.189638E-01   1.27773      0.433581      0.429266      0.320217      0.946641E-01   0.00000       0.00000    
  0.275413E-02   4.60027      0.577053      0.756866      0.518698      0.736271      0.583549E-01  0.205946E-01   1.25497      0.426504      0.421863      0.314408      0.921940E-01   0.00000       0.00000    
  0.301984E-02   4.54252      0.571745      0.745473      0.509188      0.723045      0.625568E-01  0.224282E-01   1.23223      0.419449      0.414449      0.308596      0.897391E-01   0.00000       0.00000    
  0.331118E-02   4.48398      0.566638      0.734173      0.499695      0.709809      0.669436E-01  0.243639E-01   1.20950      0.412403      0.407027      0.302782      0.872917E-01   0.00000       0.00000    
  0.363064E-02   4.42407      0.561900      0.723038      0.490230      0.696549      0.716709E-01  0.264895E-01   1.18678      0.405371      0.399589      0.296960      0.848584E-01   0.00000       0.00000    
  0.398091E-02   4.36293      0.557540      0.712073      0.480787      0.683254      0.767525E-01  0.288188E-01   1.16404      0.398348      0.392127      0.291127      0.824398E-01   0.00000       0.00000    
  0.436498E-02   4.30108      0.553406      0.701209      0.471358      0.669937      0.820478E-01  0.312719E-01   1.14130      0.391328      0.384650      0.285287      0.800299E-01   0.00000       0.00000    
  0.478610E-02   4.23769      0.549818      0.690589      0.461953      0.656554      0.878648E-01  0.340346E-01   1.11851      0.384312      0.377130      0.279424      0.776412E-01   0.00000       0.00000    
  0.524785E-02   4.17350      0.546543      0.680108      0.452557      0.643124      0.939863E-01  0.369840E-01   1.09568      0.377292      0.369579      0.273544      0.752645E-01   0.00000       0.00000    
  0.575415E-02   4.10848      0.543597      0.669773      0.443169      0.629644      0.100427      0.401292E-01   1.07281      0.370269      0.361997      0.267648      0.729003E-01   0.00000       0.00000    
  0.630929E-02   4.04206      0.541264      0.659714      0.433789      0.616055      0.107475      0.436586E-01   1.04984      0.363230      0.354344      0.261711      0.705589E-01   0.00000       0.00000    
  0.691799E-02   3.97500      0.539222      0.649786      0.424408      0.602409      0.114814      0.473774E-01   1.02682      0.356179      0.346655      0.255754      0.682282E-01   0.00000       0.00000    
  0.758542E-02   3.90683      0.537699      0.640094      0.415024      0.588656      0.122675      0.514381E-01   1.00368      0.349107      0.338899      0.249757      0.659162E-01   0.00000       0.00000    
  0.831724E-02   3.83756      0.536721      0.630653      0.405627      0.574776      0.131094      0.558769E-01  0.980403      0.342004      0.331062      0.243714      0.636232E-01   0.00000       0.00000    
  0.911966E-02   3.76764      0.536059      0.621358      0.396221      0.560820      0.139838      0.605380E-01  0.957041      0.334881      0.323178      0.237642      0.613406E-01   0.00000       0.00000    
  0.999950E-02   3.69621      0.536105      0.612391      0.386778      0.546671      0.149327      0.657201E-01  0.933449      0.327701      0.315175      0.231496      0.590772E-01   0.00000       0.00000    
  0.109642E-01   3.62416      0.536498      0.603594      0.377323      0.532432      0.159175      0.711627E-01  0.909755      0.320495      0.307115      0.225317      0.568279E-01   0.00000       0.00000    
  0.120220E-01   3.55088      0.537548      0.595122      0.367835      0.518012      0.169714      0.771102E-01  0.885846      0.313232      0.298942      0.219070      0.546026E-01   0.00000       0.00000    
  0.131819E-01   3.47639      0.539194      0.586948      0.358304      0.503411      0.180889      0.835375E-01  0.861715      0.305908      0.290656      0.212755      0.523964E-01   0.00000       0.00000    
  0.144536E-01   3.40066      0.541442      0.579086      0.348724      0.488618      0.192718      0.904684E-01  0.837342      0.298515      0.282252      0.206366      0.502094E-01   0.00000       0.00000    
  0.158481E-01   3.32371      0.544261      0.571527      0.339091      0.473635      0.205170      0.978920E-01  0.812726      0.291051      0.273729      0.199905      0.480407E-01   0.00000       0.00000    
  0.173770E-01   3.24548      0.547660      0.564283      0.329400      0.458452      0.218261      0.105832      0.787851      0.283509      0.265084      0.193368      0.458906E-01   0.00000       0.00000    
  0.190535E-01   3.16574      0.551702      0.557402      0.319635      0.443039      0.232066      0.114363      0.762675      0.275874      0.256296      0.186743      0.437615E-01   0.00000       0.00000    
  0.208917E-01   3.08445      0.556374      0.550891      0.309793      0.427394      0.246581      0.123497      0.737186      0.268139      0.247365      0.180029      0.416536E-01   0.00000       0.00000    
  0.229073E-01   3.00163      0.561634      0.544736      0.299870      0.411524      0.261764      0.133212      0.711394      0.260304      0.238294      0.173230      0.395665E-01   0.00000       0.00000    
  0.251174E-01   2.91718      0.567478      0.538949      0.289863      0.395427      0.277615      0.143522      0.685290      0.252362      0.229083      0.166344      0.375010E-01   0.00000       0.00000    
  0.275406E-01   2.83084      0.573953      0.533578      0.279754      0.379079      0.294199      0.154500      0.658833      0.244294      0.219716      0.159362      0.354608E-01   0.00000       0.00000    
  0.301976E-01   2.74256      0.581021      0.528614      0.269544      0.362490      0.311477      0.166125      0.632034      0.236097      0.210200      0.152290      0.334465E-01   0.00000       0.00000    
  0.331110E-01   2.65240      0.588621      0.524035      0.259234      0.345682      0.329387      0.178353      0.604915      0.227775      0.200547      0.145135      0.314584E-01   0.00000       0.00000    
  0.363055E-01   2.56027      0.596727      0.519837      0.248821      0.328665      0.347906      0.191172      0.577486      0.219322      0.190762      0.137903      0.294982E-01   0.00000       0.00000    
  0.398081E-01   2.46589      0.605351      0.516050      0.238292      0.311437      0.367059      0.204613      0.549729      0.210721      0.180844      0.130593      0.275717E-01   0.00000       0.00000    
  0.436487E-01   2.36930      0.614419      0.512634      0.227655      0.294031      0.386764      0.218603      0.521686      0.201974      0.170811      0.123220      0.256803E-01   0.00000       0.00000    
  0.478598E-01   2.27062      0.623851      0.509539      0.216916      0.276487      0.406935      0.233051      0.493404      0.193091      0.160689      0.115798      0.238250E-01   0.00000       0.00000    
  0.524772E-01   2.16986      0.633587      0.506725      0.206081      0.258841      0.427506      0.247884      0.464922      0.184072      0.150496      0.108345      0.220089E-01   0.00000       0.00000    
  0.575400E-01   2.06681      0.643578      0.504159      0.195147      0.241132      0.448431      0.263027      0.436279      0.174906      0.140256      0.100876      0.202407E-01   0.00000       0.00000    
  0.630913E-01   1.96170      0.653714      0.501742      0.184131      0.223424      0.469583      0.278318      0.407556      0.165609      0.130006      0.934183E-01  0.185221E-01   0.00000       0.00000    
  0.691782E-01   1.85478      0.663894      0.499371      0.173053      0.205781      0.490842      0.293590      0.378833      0.156198      0.119783      0.859974E-01  0.168549E-01   0.00000       0.00000    
  0.758523E-01   1.74622      0.674018      0.496933      0.161928      0.188269      0.512091      0.308663      0.350197      0.146684      0.109628      0.786413E-01  0.152431E-01   0.00000       0.00000    
  0.831703E-01   1.63612      0.683938      0.494246      0.150777      0.171002      0.533161      0.323244      0.321780      0.137078      0.996049E-01  0.713975E-01  0.136990E-01   0.00000       0.00000    
  0.911943E-01   1.52493      0.693521      0.491132      0.139634      0.154063      0.553886      0.337068      0.293698      0.127411      0.897636E-01  0.642996E-01  0.122232E-01   0.00000       0.00000    
  0.999925E-01   1.41298      0.702648      0.487418      0.128520      0.137514      0.574128      0.349904      0.266034      0.117708      0.801422E-01  0.573718E-01  0.108123E-01   0.00000       0.00000    
  0.109639       1.30084      0.711144      0.482866      0.117485      0.121478      0.593659      0.361389      0.238962      0.108007      0.708120E-01  0.506655E-01  0.947732E-02   0.00000       0.00000    
  0.120217       1.18907      0.718703      0.477060      0.106589      0.106141      0.612114      0.370918      0.212730      0.983566E-01  0.618825E-01  0.442589E-01  0.823237E-02   0.00000       0.00000    
  0.131815       1.07824      0.725161      0.469785      0.958713E-01  0.915569E-01  0.629289      0.378228      0.187428      0.887994E-01  0.533856E-01  0.381714E-01  0.707191E-02   0.00000       0.00000    
  0.144533      0.969106      0.730155      0.460618      0.854020E-01  0.778762E-01  0.644753      0.382742      0.163278      0.793985E-01  0.454109E-01  0.324653E-01  0.600349E-02   0.00000       0.00000    
  0.158477      0.862320      0.733391      0.449292      0.752350E-01  0.651645E-01  0.658156      0.384127      0.140400      0.702092E-01  0.379978E-01  0.271667E-01  0.502583E-02   0.00000       0.00000    
  0.173766      0.758816      0.734303      0.435324      0.654599E-01  0.535690E-01  0.668843      0.381755      0.119029      0.613145E-01  0.312332E-01  0.223358E-01  0.414542E-02   0.00000       0.00000    
  0.190530      0.659236      0.732439      0.418506      0.561327E-01  0.431150E-01  0.676306      0.375391      0.992477E-01  0.527741E-01  0.251331E-01  0.179819E-01  0.335862E-02   0.00000       0.00000    
  0.208912      0.564652      0.726903      0.398383      0.473592E-01  0.339212E-01  0.679544      0.364462      0.812804E-01  0.446891E-01  0.197677E-01  0.141536E-01  0.267008E-02   0.00000       0.00000    
  0.229067      0.475619      0.717017      0.374911      0.391887E-01  0.259539E-01  0.677828      0.348957      0.651426E-01  0.371153E-01  0.151180E-01  0.108359E-01  0.207340E-02   0.00000       0.00000    
  0.251167      0.393265      0.701438      0.347812      0.317336E-01  0.192783E-01  0.669705      0.328534      0.510119E-01  0.301629E-01  0.112228E-01  0.805552E-02  0.157064E-02   0.00000       0.00000    
  0.275399      0.317946      0.679292      0.317355      0.250221E-01  0.137898E-01  0.654270      0.303566      0.388120E-01  0.238696E-01  0.802135E-02  0.576849E-02  0.115251E-02   0.00000       0.00000    
  0.301969      0.250726      0.648840      0.283656      0.191554E-01  0.948195E-02  0.629685      0.274174      0.286373E-01  0.183375E-01  0.550997E-02  0.397198E-02  0.817853E-03   0.00000       0.00000    
  0.331102      0.191624      0.609328      0.247441      0.141218E-01  0.618505E-02  0.595206      0.241256      0.203069E-01  0.135669E-01  0.358947E-02  0.259558E-02  0.554890E-03   0.00000       0.00000    
  0.363046      0.141451      0.559174      0.209450      0.998550E-02  0.382110E-02  0.549188      0.205629      0.138066E-01  0.962636E-02  0.221401E-02  0.160709E-02  0.359139E-03   0.00000       0.00000    
  0.398071      0.997471E-01  0.498619      0.170912      0.667704E-02  0.218526E-02  0.491942      0.168726      0.886230E-02  0.645965E-02  0.126357E-02  0.921684E-03  0.217385E-03   0.00000       0.00000    
  0.436476      0.665736E-01  0.427824      0.133205      0.417910E-02  0.114438E-02  0.423645      0.132061      0.532348E-02  0.405785E-02  0.660108E-03  0.484272E-03  0.121250E-03   0.00000       0.00000    
  0.478586      0.415878E-01  0.348945      0.980082E-01  0.241036E-02  0.538470E-03  0.346534      0.974697E-01  0.294883E-02  0.234889E-02  0.309655E-03  0.228816E-03  0.614686E-04   0.00000       0.00000    
  0.524759      0.238143E-01  0.266018      0.669361E-01  0.124910E-02  0.219916E-03  0.264769      0.667161E-01  0.146901E-02  0.122183E-02  0.126005E-03  0.939106E-04  0.272671E-04   0.00000       0.00000    
  0.575386      0.121516E-01  0.184917      0.414081E-01  0.561440E-03  0.742650E-04  0.184356      0.413338E-01  0.635705E-03  0.551411E-03  0.423806E-04  0.318844E-04  0.100292E-04   0.00000       0.00000    
  0.630897      0.528800E-02  0.112826      0.223413E-01  0.207215E-03  0.191058E-04  0.112618      0.223222E-01  0.226321E-03  0.204447E-03  0.108669E-04  0.823886E-05  0.276789E-05   0.00000       0.00000    
  0.691764      0.182348E-02  0.567121E-01  0.986927E-02  0.572872E-04  0.316948E-05  0.566548E-01  0.986610E-02  0.604566E-04  0.568397E-04  0.180761E-05  0.136188E-05  0.447507E-06   0.00000       0.00000    
  0.758504      0.430662E-03  0.208289E-01  0.316406E-02  0.992490E-05  0.187404E-06  0.208190E-01  0.316387E-02  0.101123E-04  0.992655E-05  0.113856E-06  0.735482E-07  -.165021E-08   0.00000       0.00000    
  0.831682      0.516411E-04  0.429830E-02  0.566241E-03  0.735737E-06  -.178999E-07  0.429756E-02  0.566258E-03  0.717837E-06  0.745964E-06  -.836138E-08  -.953849E-08  -.102270E-07   0.00000       0.00000    
  0.911920      0.117205E-05  0.214809E-03  0.242912E-04  0.664802E-08  -.796972E-09  0.214802E-03  0.242920E-04  0.585105E-08  0.700223E-08  -.397411E-09  -.399560E-09  -.354207E-09   0.00000       0.00000    
  0.999900      0.462267E-13  0.436963E-10  0.413225E-11  -.126253E-16  -.221341E-16  0.436964E-10  0.413228E-11  -.347594E-16  -.271475E-17  -.110670E-16  -.110671E-16  -.991059E-17   0.00000       0.00000    
