   5.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.275420E-03   5.27007      0.790189       1.19319      0.779327       1.19024      0.108628E-01  0.294988E-02   1.96957      0.669950      0.669280      0.521056      0.109376       0.00000       0.00000      0.520959    
  0.301992E-03   5.30306      0.779979       1.17556      0.768358       1.17238      0.116213E-01  0.317843E-02   1.94074      0.660180      0.659454      0.513022      0.108178       0.00000       0.00000      0.512925    
  0.331127E-03   5.32812      0.769901       1.15807      0.757448       1.15464      0.124525E-01  0.343299E-02   1.91209      0.650485      0.649699      0.505037      0.106963       0.00000       0.00000      0.504940    
  0.363073E-03   5.34949      0.759891       1.14066      0.746570       1.13696      0.133215E-01  0.370125E-02   1.88353      0.640830      0.639980      0.497077      0.105740       0.00000       0.00000      0.496980    
  0.398101E-03   5.36402      0.750020       1.12340      0.735754       1.11940      0.142655E-01  0.399702E-02   1.85515      0.631249      0.630329      0.489167      0.104505       0.00000       0.00000      0.489070    
  0.436509E-03   5.37328      0.740276       1.10626      0.724998       1.10194      0.152789E-01  0.431888E-02   1.82694      0.621735      0.620738      0.481301      0.103263       0.00000       0.00000      0.481206    
  0.478622E-03   5.37922      0.730615       1.08921      0.714278       1.08455      0.163368E-01  0.465750E-02   1.79883      0.612261      0.611185      0.473464      0.102017       0.00000       0.00000      0.473369    
  0.524798E-03   5.37773      0.721166       1.07237      0.703654       1.06733      0.175116E-01  0.504124E-02   1.77098      0.602890      0.601725      0.465698      0.100764       0.00000       0.00000      0.465605    
  0.575429E-03   5.37306      0.711823       1.05563      0.693077       1.05018      0.187463E-01  0.544873E-02   1.74326      0.593568      0.592308      0.457967      0.995087E-01   0.00000       0.00000      0.457875    
  0.630945E-03   5.36439      0.702616       1.03902      0.682559       1.03313      0.200568E-01  0.588619E-02   1.71569      0.584307      0.582946      0.450279      0.982518E-01   0.00000       0.00000      0.450188    
  0.691816E-03   5.35009      0.693629       1.02261      0.672134       1.01624      0.214949E-01  0.637559E-02   1.68837      0.575140      0.573668      0.442658      0.969939E-01   0.00000       0.00000      0.442570    
  0.758561E-03   5.33322      0.684754       1.00630      0.661755      0.999413      0.229982E-01  0.689197E-02   1.66117      0.566019      0.564429      0.435070      0.957361E-01   0.00000       0.00000      0.434984    
  0.831745E-03   5.31170      0.676090      0.990186      0.651462      0.982724      0.246281E-01  0.746124E-02   1.63419      0.556983      0.555264      0.427543      0.944790E-01   0.00000       0.00000      0.427460    
  0.911989E-03   5.28646      0.667625      0.974236      0.641244      0.966153      0.263800E-01  0.808292E-02   1.60740      0.548021      0.546163      0.420070      0.932233E-01   0.00000       0.00000      0.419990    
  0.999975E-03   5.25894      0.659282      0.958392      0.631074      0.949654      0.282086E-01  0.873767E-02   1.58073      0.539105      0.537101      0.412630      0.919687E-01   0.00000       0.00000      0.412553    
  0.109645E-02   5.22642      0.651247      0.942803      0.621013      0.933323      0.302343E-01  0.947947E-02   1.55434      0.530296      0.528128      0.405268      0.907170E-01   0.00000       0.00000      0.405195    
  0.120223E-02   5.19168      0.643370      0.927341      0.611004      0.917071      0.323660E-01  0.102694E-01   1.52808      0.521537      0.519198      0.397942      0.894669E-01   0.00000       0.00000      0.397873    
  0.131822E-02   5.15428      0.635682      0.912029      0.601058      0.900913      0.346236E-01  0.111165E-01   1.50197      0.512840      0.510317      0.390661      0.882186E-01   0.00000       0.00000      0.390596    
  0.144540E-02   5.11302      0.628312      0.896965      0.591210      0.884898      0.371027E-01  0.120671E-01   1.47611      0.504237      0.501511      0.383447      0.869730E-01   0.00000       0.00000      0.383387    
  0.158485E-02   5.07005      0.621098      0.882018      0.581405      0.868947      0.396931E-01  0.130708E-01   1.45035      0.495677      0.492738      0.376264      0.857283E-01   0.00000       0.00000      0.376209    
  0.173775E-02   5.02403      0.614175      0.867288      0.571681      0.853112      0.424940E-01  0.141756E-01   1.42479      0.487196      0.484025      0.369137      0.844853E-01   0.00000       0.00000      0.369088    
  0.190540E-02   4.97548      0.607531      0.852760      0.562025      0.837375      0.455062E-01  0.153851E-01   1.39940      0.478782      0.475361      0.362057      0.832429E-01   0.00000       0.00000      0.362015    
  0.208923E-02   4.92542      0.601059      0.838356      0.552411      0.821696      0.486485E-01  0.166594E-01   1.37411      0.470410      0.466726      0.355007      0.820007E-01   0.00000       0.00000      0.354970    
  0.229079E-02   4.87212      0.595003      0.824242      0.542886      0.806141      0.521174E-01  0.181003E-01   1.34903      0.462128      0.458153      0.348018      0.807574E-01   0.00000       0.00000      0.347989    
  0.251180E-02   4.81730      0.589172      0.810280      0.533402      0.790642      0.557699E-01  0.196376E-01   1.32404      0.453890      0.449606      0.341059      0.795126E-01   0.00000       0.00000      0.341036    
  0.275413E-02   4.76080      0.583592      0.796488      0.523965      0.775205      0.596270E-01  0.212824E-01   1.29917      0.445699      0.441089      0.334131      0.782659E-01   0.00000       0.00000      0.334116    
  0.301984E-02   4.70173      0.578456      0.782986      0.514596      0.759856      0.638596E-01  0.231306E-01   1.27445      0.437582      0.432612      0.327251      0.770138E-01   0.00000       0.00000      0.327244    
  0.331118E-02   4.64154      0.573532      0.769622      0.505255      0.744541      0.682772E-01  0.250813E-01   1.24980      0.429497      0.424150      0.320391      0.757583E-01   0.00000       0.00000      0.320391    
  0.363064E-02   4.57941      0.568997      0.756505      0.495962      0.729283      0.730355E-01  0.272223E-01   1.22525      0.421466      0.415711      0.313563      0.744960E-01   0.00000       0.00000      0.313572    
  0.398091E-02   4.51558      0.564853      0.743632      0.486705      0.714065      0.781482E-01  0.295675E-01   1.20077      0.413480      0.407286      0.306761      0.732248E-01   0.00000       0.00000      0.306779    
  0.436498E-02   4.45076      0.560943      0.730904      0.477468      0.698867      0.834746E-01  0.320367E-01   1.17634      0.405520      0.398867      0.299974      0.719480E-01   0.00000       0.00000      0.299999    
  0.478610E-02   4.38383      0.557590      0.718515      0.468267      0.683698      0.893225E-01  0.348163E-01   1.15197      0.397611      0.390453      0.293211      0.706557E-01   0.00000       0.00000      0.293245    
  0.524785E-02   4.31585      0.554552      0.706315      0.459077      0.668532      0.954748E-01  0.377829E-01   1.12761      0.389724      0.382033      0.286455      0.693532E-01   0.00000       0.00000      0.286499    
  0.575415E-02   4.24676      0.551845      0.694314      0.449899      0.653368      0.101946      0.409456E-01   1.10327      0.381859      0.373606      0.279709      0.680400E-01   0.00000       0.00000      0.279762    
  0.630929E-02   4.17587      0.549748      0.682675      0.440725      0.638181      0.109023      0.444930E-01   1.07891      0.374021      0.365154      0.272965      0.667041E-01   0.00000       0.00000      0.273028    
  0.691799E-02   4.10419      0.547939      0.671206      0.431548      0.622975      0.116392      0.482301E-01   1.05452      0.366191      0.356683      0.266220      0.653567E-01   0.00000       0.00000      0.266292    
  0.758542E-02   4.03114      0.546642      0.660039      0.422361      0.607729      0.124281      0.523093E-01   1.03009      0.358372      0.348179      0.259469      0.639884E-01   0.00000       0.00000      0.259550    
  0.831724E-02   3.95677      0.545877      0.649187      0.413151      0.592420      0.132726      0.567666E-01   1.00557      0.350554      0.339627      0.252703      0.625964E-01   0.00000       0.00000      0.252793    
  0.911966E-02   3.88165      0.545420      0.638516      0.403924      0.577070      0.141496      0.614460E-01  0.980994      0.342734      0.331045      0.245926      0.611901E-01   0.00000       0.00000      0.246025    
  0.999950E-02   3.80482      0.545647      0.628240      0.394641      0.561596      0.151006      0.666442E-01  0.956237      0.334892      0.322378      0.239110      0.597489E-01   0.00000       0.00000      0.239218    
  0.109642E-01   3.72730      0.546210      0.618174      0.385335      0.546071      0.160875      0.721034E-01  0.931406      0.327043      0.313674      0.232280      0.582925E-01   0.00000       0.00000      0.232397    
  0.120220E-01   3.64843      0.547408      0.608501      0.375976      0.530433      0.171432      0.780675E-01  0.906409      0.319171      0.304891      0.225417      0.568056E-01   0.00000       0.00000      0.225542    
  0.131819E-01   3.56830      0.549177      0.599180      0.366554      0.514670      0.182623      0.845102E-01  0.881224      0.311265      0.296024      0.218513      0.552891E-01   0.00000       0.00000      0.218646    
  0.144536E-01   3.48689      0.551522      0.590223      0.357059      0.498768      0.194463      0.914544E-01  0.855827      0.303317      0.287065      0.211563      0.537420E-01   0.00000       0.00000      0.211704    
  0.158481E-01   3.40425      0.554410      0.581616      0.347488      0.482727      0.206922      0.988892E-01  0.830215      0.295323      0.278013      0.204566      0.521655E-01   0.00000       0.00000      0.204714    
  0.173770E-01   3.32033      0.557850      0.573372      0.337834      0.466535      0.220015      0.106837      0.804369      0.287275      0.268863      0.197517      0.505591E-01   0.00000       0.00000      0.197672    
  0.190535E-01   3.23496      0.561897      0.565540      0.328080      0.450167      0.233817      0.115373      0.778247      0.279160      0.259599      0.190409      0.489193E-01   0.00000       0.00000      0.190569    
  0.208917E-01   3.14810      0.566540      0.558126      0.318219      0.433619      0.248322      0.124507      0.751837      0.270972      0.250216      0.183237      0.472468E-01   0.00000       0.00000      0.183402    
  0.229073E-01   3.05977      0.571737      0.551112      0.308250      0.416895      0.263487      0.134217      0.725146      0.262706      0.240721      0.176005      0.455439E-01   0.00000       0.00000      0.176175    
  0.251174E-01   2.96992      0.577482      0.544508      0.298169      0.399993      0.279313      0.144515      0.698162      0.254358      0.231109      0.168712      0.438111E-01   0.00000       0.00000      0.168884    
  0.275406E-01   2.87831      0.583817      0.538366      0.287956      0.382894      0.295860      0.155472      0.670850      0.245910      0.221369      0.161350      0.420464E-01   0.00000       0.00000      0.161525    
  0.301976E-01   2.78491      0.590703      0.532675      0.277611      0.365606      0.313091      0.167068      0.643218      0.237359      0.211505      0.153924      0.402526E-01   0.00000       0.00000      0.154101    
  0.331110E-01   2.68977      0.598082      0.527407      0.267139      0.348149      0.330944      0.179258      0.615288      0.228705      0.201531      0.146440      0.384333E-01   0.00000       0.00000      0.146618    
  0.363055E-01   2.59284      0.605928      0.522558      0.256536      0.330532      0.349392      0.192026      0.587069      0.219945      0.191450      0.138904      0.365909E-01   0.00000       0.00000      0.139082    
  0.398081E-01   2.49387      0.614247      0.518161      0.245789      0.312759      0.368458      0.205402      0.558548      0.211063      0.181264      0.131318      0.347262E-01   0.00000       0.00000      0.131495    
  0.436487E-01   2.39292      0.622967      0.514172      0.234906      0.294861      0.388061      0.219311      0.529766      0.202061      0.170991      0.123695      0.328443E-01   0.00000       0.00000      0.123870    
  0.478598E-01   2.29010      0.632011      0.510537      0.223897      0.276875      0.408113      0.233663      0.500772      0.192947      0.160653      0.116050      0.309505E-01   0.00000       0.00000      0.116222    
  0.524772E-01   2.18542      0.641318      0.507216      0.212770      0.258835      0.428549      0.248381      0.471605      0.183720      0.150270      0.108397      0.290493E-01   0.00000       0.00000      0.108565    
  0.575400E-01   2.07876      0.650836      0.504176      0.201520      0.240788      0.449316      0.263388      0.442308      0.174374      0.139869      0.100757      0.271464E-01   0.00000       0.00000      0.100919    
  0.630913E-01   1.97031      0.660458      0.501315      0.190170      0.222794      0.470288      0.278521      0.412964      0.164921      0.129484      0.931535E-01  0.252488E-01   0.00000       0.00000      0.933101E-01
  0.691782E-01   1.86034      0.670087      0.498526      0.178741      0.204912      0.491346      0.293614      0.383652      0.155378      0.119151      0.856108E-01  0.233630E-01   0.00000       0.00000      0.857607E-01
  0.758523E-01   1.74901      0.679622      0.495694      0.167252      0.187208      0.512370      0.308485      0.354461      0.145756      0.108910      0.781564E-01  0.214961E-01   0.00000       0.00000      0.782989E-01
  0.831703E-01   1.63648      0.688915      0.492639      0.155727      0.169800      0.533188      0.322839      0.325527      0.136067      0.988265E-01  0.708395E-01  0.196596E-01   0.00000       0.00000      0.709739E-01
  0.911943E-01   1.52318      0.697834      0.489178      0.144202      0.152765      0.553632      0.336413      0.296967      0.126341      0.889486E-01  0.636910E-01  0.178609E-01   0.00000       0.00000      0.638167E-01
  0.999925E-01   1.40940      0.706269      0.485138      0.132701      0.136158      0.573568      0.348981      0.268858      0.116599      0.793099E-01  0.567312E-01  0.161022E-01   0.00000       0.00000      0.568477E-01
  0.109639       1.29574      0.714043      0.480280      0.121279      0.120102      0.592763      0.360177      0.241382      0.106881      0.699826E-01  0.500125E-01  0.143983E-01   0.00000       0.00000      0.501196E-01
  0.120217       1.18280      0.720848      0.474187      0.110001      0.104787      0.610847      0.369400      0.214788      0.972355E-01  0.610765E-01  0.436132E-01  0.127659E-01   0.00000       0.00000      0.437106E-01
  0.131815       1.07110      0.726526      0.466647      0.989088E-01  0.902544E-01  0.627618      0.376392      0.189163      0.877022E-01  0.526186E-01  0.375482E-01  0.112066E-01   0.00000       0.00000      0.376357E-01
  0.144533      0.961406      0.730717      0.457237      0.880763E-01  0.766530E-01  0.642641      0.380584      0.164729      0.783432E-01  0.446969E-01  0.318783E-01  0.973316E-02   0.00000       0.00000      0.319562E-01
  0.158477      0.854326      0.733130      0.445693      0.775607E-01  0.640420E-01  0.655569      0.381651      0.141603      0.692109E-01  0.373472E-01  0.266265E-01  0.834989E-02   0.00000       0.00000      0.266947E-01
  0.173766      0.750789      0.733203      0.431538      0.674559E-01  0.525638E-01  0.665747      0.378974      0.120020      0.603868E-01  0.306542E-01  0.218506E-01  0.706908E-02   0.00000       0.00000      0.219097E-01
  0.190530      0.651402      0.730489      0.414567      0.578201E-01  0.422374E-01  0.672669      0.372330      0.100057      0.519279E-01  0.246301E-01  0.175570E-01  0.589222E-02   0.00000       0.00000      0.176072E-01
  0.208912      0.557216      0.724102      0.394336      0.487628E-01  0.331761E-01  0.675340      0.361160      0.819389E-01  0.439327E-01  0.193425E-01  0.137916E-01  0.483009E-02   0.00000       0.00000      0.138337E-01
  0.229067      0.468741      0.713376      0.370806      0.403343E-01  0.253405E-01  0.673042      0.345466      0.656748E-01  0.364539E-01  0.147693E-01  0.105368E-01  0.388042E-02   0.00000       0.00000      0.105712E-01
  0.251167      0.387080      0.696988      0.343712      0.326500E-01  0.187904E-01  0.664338      0.324921      0.514404E-01  0.295988E-01  0.109463E-01  0.781647E-02  0.305122E-02   0.00000       0.00000      0.784412E-02
  0.275399      0.312541      0.674085      0.313327      0.257376E-01  0.134172E-01  0.648347      0.299910      0.391548E-01  0.234019E-01  0.781073E-02  0.558490E-02  0.233575E-02   0.00000       0.00000      0.560649E-02
  0.301969      0.246150      0.642969      0.279781      0.196999E-01  0.921009E-02  0.623270      0.270570      0.289100E-01  0.179620E-01  0.535660E-02  0.383710E-02  0.173791E-02   0.00000       0.00000      0.385350E-02
  0.331102      0.187884      0.602925      0.243798      0.145230E-01  0.599792E-02  0.588402      0.237800      0.205209E-01  0.132768E-01  0.348402E-02  0.250189E-02  0.124621E-02   0.00000       0.00000      0.251390E-02
  0.363046      0.138515      0.552432      0.206126      0.102713E-01  0.370059E-02  0.542161      0.202425      0.139719E-01  0.941191E-02  0.214609E-02  0.154604E-02  0.859443E-03   0.00000       0.00000      0.155450E-02
  0.398071      0.975500E-01  0.491778      0.167981      0.687181E-02  0.211461E-02  0.484906      0.165867      0.898642E-02  0.630983E-02  0.122367E-02  0.885284E-03  0.561989E-03   0.00000       0.00000      0.890938E-03
  0.436476      0.650118E-01  0.421188      0.130731      0.430469E-02  0.110764E-02  0.416883      0.129624      0.541233E-02  0.395972E-02  0.639216E-03  0.464877E-03  0.344968E-03   0.00000       0.00000      0.468428E-03
  0.478586      0.405561E-01  0.342848      0.960326E-01  0.248680E-02  0.522615E-03  0.340362      0.955100E-01  0.300942E-02  0.228993E-02  0.300484E-03  0.220061E-03  0.196869E-03   0.00000       0.00000      0.222131E-03
  0.524759      0.231898E-01  0.260794      0.654665E-01  0.129208E-02  0.215116E-03  0.259502      0.652513E-01  0.150719E-02  0.119008E-02  0.123073E-03  0.909495E-04  0.101996E-03   0.00000       0.00000      0.920433E-04
  0.575386      0.118145E-01  0.180836      0.404131E-01  0.583194E-03  0.740603E-04  0.180252      0.403390E-01  0.657254E-03  0.536650E-03  0.420888E-04  0.314647E-04  0.465439E-04   0.00000       0.00000      0.319715E-04
  0.630897      0.513247E-02  0.110020      0.217499E-01  0.216715E-03  0.199928E-04  0.109803      0.217299E-01  0.236708E-03  0.198860E-03  0.112584E-04  0.853879E-05  0.178550E-04   0.00000       0.00000      0.873447E-05
  0.691764      0.176639E-02  0.551142E-01  0.957879E-02  0.606130E-04  0.380004E-05  0.550536E-01  0.957499E-02  0.644131E-04  0.552860E-04  0.211314E-05  0.162911E-05  0.532703E-05   0.00000       0.00000      0.168690E-05
  0.758504      0.415964E-03  0.201536E-01  0.305846E-02  0.107216E-04  0.407445E-06  0.201429E-01  0.305806E-02  0.111290E-04  0.966562E-05  0.222921E-06  0.173549E-06  0.105595E-05   0.00000       0.00000      0.184525E-06
  0.831682      0.497214E-04  0.413457E-02  0.544316E-03  0.832063E-06  0.152467E-07  0.413374E-02  0.544300E-03  0.847309E-06  0.730259E-06  0.818650E-08  0.611274E-08  0.101804E-06   0.00000       0.00000      0.706022E-08
  0.911920      0.112521E-05  0.204675E-03  0.231378E-04  0.868786E-08  0.160738E-10  0.204667E-03  0.231378E-04  0.870393E-08  0.701463E-08  0.805838E-11  -.370442E-11  0.167323E-08   0.00000       0.00000      0.801543E-11
  0.999900      0.472945E-13  0.409883E-10  0.387618E-11  0.269369E-16  0.289117E-17  0.409883E-10  0.387618E-11  0.298281E-16  -.370648E-17  0.800996E-18  0.192936E-17  0.306434E-16   0.00000       0.00000      0.209017E-17
