   100.000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.190540E-02   13.4337       1.34258       1.74584       1.27394       1.71863      0.686474E-01  0.272058E-01   2.99257      0.820977      0.816023      0.709804      0.452961      0.192838       0.00000      0.709770    
  0.208923E-02   12.9694       1.30747       1.69494       1.23461       1.66581      0.728587E-01  0.291299E-01   2.90042      0.797834      0.792540      0.687939      0.436776      0.185347       0.00000      0.687919    
  0.229079E-02   12.5196       1.27392       1.64574       1.19648       1.61448      0.774469E-01  0.312647E-01   2.81095      0.775328      0.769663      0.666687      0.421148      0.178133       0.00000      0.666681    
  0.251180E-02   12.0772       1.24118       1.59740       1.15893       1.56388      0.822429E-01  0.335187E-01   2.72281      0.753137      0.747081      0.645736      0.405796      0.171056       0.00000      0.645745    
  0.275413E-02   11.6429       1.20932       1.55001       1.12205       1.51411      0.872708E-01  0.359056E-01   2.63616      0.731295      0.724829      0.625122      0.390751      0.164133       0.00000      0.625146    
  0.301984E-02   11.2221       1.17893       1.50419       1.08622       1.46565      0.927153E-01  0.385377E-01   2.55187      0.710015      0.703105      0.605048      0.376203      0.157459       0.00000      0.605089    
  0.331118E-02   10.8073       1.14923       1.45908       1.05087       1.41779      0.983621E-01  0.412911E-01   2.46865      0.688988      0.681616      0.585217      0.361878      0.150897       0.00000      0.585274    
  0.363064E-02   10.4035       1.12074       1.41523       1.01636       1.37096      0.104379      0.442682E-01   2.38732      0.668407      0.660541      0.565815      0.347949      0.144534       0.00000      0.565889    
  0.398091E-02   10.0098       1.09339       1.37257      0.982615       1.32509      0.110773      0.474791E-01   2.30770      0.648231      0.639841      0.546804      0.334384      0.138354       0.00000      0.546894    
  0.436498E-02   9.62213       1.06672       1.33060      0.949324       1.27977      0.117393      0.508312E-01   2.22909      0.628293      0.619360      0.528022      0.321030      0.132283       0.00000      0.528129    
  0.478610E-02   9.24785       1.04158       1.29020      0.917024       1.23567      0.124554      0.545290E-01   2.15269      0.608876      0.599354      0.509743      0.308148      0.126450       0.00000      0.509866    
  0.524785E-02   8.88060       1.01726       1.25062      0.885231       1.19219      0.132024      0.584293E-01   2.07742      0.589724      0.579590      0.491720      0.295508      0.120741       0.00000      0.491860    
  0.575415E-02   8.52071      0.993789       1.21190      0.853971       1.14936      0.139818      0.625419E-01   2.00333      0.570850      0.560077      0.473966      0.283121      0.115163       0.00000      0.474123    
  0.630929E-02   8.17339      0.971807       1.17467      0.823599       1.10762      0.148209      0.670587E-01   1.93121      0.552437      0.540977      0.456660      0.271162      0.109804       0.00000      0.456834    
  0.691799E-02   7.83165      0.950496       1.13811      0.793614       1.06634      0.156881      0.717700E-01   1.85995      0.534223      0.522056      0.439549      0.259391      0.104543       0.00000      0.439739    
  0.758542E-02   7.49965      0.930355       1.10271      0.764302       1.02588      0.166053      0.768295E-01   1.79018      0.516356      0.503441      0.422776      0.247946      0.994518E-01   0.00000      0.422983    
  0.831724E-02   7.17702      0.911365       1.06844      0.735622      0.986176      0.175743      0.822609E-01   1.72180      0.498811      0.485111      0.406321      0.236811      0.945228E-01   0.00000      0.406543    
  0.911966E-02   6.85929      0.892998       1.03478      0.707272      0.946872      0.185726      0.879048E-01   1.65414      0.481433      0.466926      0.390031      0.225839      0.896783E-01   0.00000      0.390268    
  0.999950E-02   6.54884      0.875746       1.00214      0.679415      0.908135      0.196331      0.940053E-01   1.58755      0.464301      0.448942      0.373983      0.215114      0.849592E-01   0.00000      0.374234    
  0.109642E-01   6.24583      0.859314      0.970354      0.652037      0.869988      0.207276      0.100366       1.52202      0.447410      0.431175      0.358178      0.204627      0.803694E-01   0.00000      0.358443    
  0.120220E-01   5.95459      0.844256      0.939965      0.625416      0.832761      0.218841      0.107204       1.45818      0.430895      0.413745      0.342754      0.194521      0.759837E-01   0.00000      0.343032    
  0.131819E-01   5.67146      0.830244      0.910614      0.599310      0.796152      0.230934      0.114462       1.39546      0.414631      0.396533      0.327590      0.184678      0.717391E-01   0.00000      0.327880    
  0.144536E-01   5.39619      0.817252      0.882282      0.573698      0.760137      0.243553      0.122145       1.33383      0.398606      0.379530      0.312675      0.175093      0.676318E-01   0.00000      0.312975    
  0.158481E-01   5.12809      0.805191      0.854891      0.548532      0.724659      0.256659      0.130232       1.27319      0.382792      0.362713      0.297986      0.165741      0.636502E-01   0.00000      0.298296    
  0.173770E-01   4.86701      0.794047      0.828435      0.523801      0.689709      0.270245      0.138727       1.21351      0.367181      0.346078      0.283520      0.156620      0.597925E-01   0.00000      0.283838    
  0.190535E-01   4.61347      0.783884      0.802997      0.499535      0.655327      0.284348      0.147670       1.15486      0.351786      0.329639      0.269294      0.147749      0.560693E-01   0.00000      0.269619    
  0.208917E-01   4.36716      0.774654      0.778543      0.475713      0.621495      0.298941      0.157049       1.09721      0.336592      0.313389      0.255300      0.139121      0.524757E-01   0.00000      0.255630    
  0.229073E-01   4.12746      0.766267      0.754999      0.452298      0.588174      0.313968      0.166826       1.04047      0.321580      0.297315      0.241523      0.130718      0.490022E-01   0.00000      0.241857    
  0.251174E-01   3.89426      0.758692      0.732353      0.429284      0.555366      0.329408      0.176988      0.984650      0.306746      0.281419      0.227964      0.122538      0.456476E-01   0.00000      0.228299    
  0.275406E-01   3.66809      0.751971      0.710680      0.406708      0.523130      0.345263      0.187550      0.929839      0.292102      0.265724      0.214647      0.114606      0.424235E-01   0.00000      0.214983    
  0.301976E-01   3.44860      0.746027      0.689925      0.384553      0.491460      0.361474      0.198464      0.876013      0.277640      0.250230      0.201571      0.106914      0.393245E-01   0.00000      0.201905    
  0.331110E-01   3.23529      0.740763      0.670006      0.362793      0.460337      0.377969      0.209670      0.823130      0.263345      0.234936      0.188726      0.994477E-01  0.363426E-01   0.00000      0.189058    
  0.363055E-01   3.02809      0.736127      0.650897      0.341431      0.429780      0.394695      0.221117      0.771211      0.249220      0.219853      0.176122      0.922107E-01  0.334775E-01   0.00000      0.176449    
  0.398081E-01   2.82758      0.732116      0.632642      0.320516      0.399883      0.411599      0.232759      0.720400      0.235285      0.205023      0.163797      0.852313E-01  0.307419E-01   0.00000      0.164118    
  0.436487E-01   2.63343      0.728623      0.615150      0.300038      0.370653      0.428585      0.244497      0.670690      0.221536      0.190455      0.151755      0.785021E-01  0.281299E-01   0.00000      0.152068    
  0.478598E-01   2.44526      0.725541      0.598322      0.279982      0.342091      0.445559      0.256231      0.622073      0.207968      0.176158      0.139995      0.720139E-01  0.256348E-01   0.00000      0.140298    
  0.524772E-01   2.26307      0.722789      0.582094      0.260362      0.314242      0.462426      0.267853      0.574604      0.194591      0.162157      0.128535      0.657715E-01  0.232569E-01   0.00000      0.128827    
  0.575400E-01   2.08758      0.720292      0.566441      0.241249      0.287246      0.479043      0.279195      0.528495      0.181439      0.148522      0.117435      0.598100E-01  0.210099E-01   0.00000      0.117715    
  0.630913E-01   1.91847      0.717917      0.551222      0.222635      0.261120      0.495282      0.290102      0.483755      0.168515      0.135268      0.106699      0.541203E-01  0.188869E-01   0.00000      0.106965    
  0.691782E-01   1.75548      0.715542      0.536303      0.204520      0.235884      0.511022      0.300419      0.440404      0.155825      0.122414      0.963361E-01  0.486953E-01  0.168819E-01   0.00000      0.965876E-01
  0.758523E-01   1.59872      0.713046      0.521560      0.186929      0.211600      0.526116      0.309960      0.398529      0.143388      0.109998      0.863712E-01  0.435409E-01  0.149952E-01   0.00000      0.866071E-01
  0.831703E-01   1.44909      0.710244      0.506840      0.169961      0.188469      0.540283      0.318371      0.358430      0.131263      0.981216E-01  0.768868E-01  0.386977E-01  0.132413E-01   0.00000      0.771061E-01
  0.911943E-01   1.30624      0.706981      0.491955      0.153609      0.166493      0.553372      0.325462      0.320103      0.119458      0.867973E-01  0.678828E-01  0.341509E-01  0.116110E-01   0.00000      0.680851E-01
  0.999925E-01   1.16893      0.703137      0.476720      0.137792      0.145556      0.565346      0.331164      0.283348      0.107939      0.759801E-01  0.593106E-01  0.298525E-01  0.100800E-01   0.00000      0.594955E-01
  0.109639       1.03898      0.698496      0.460980      0.122677      0.125925      0.575820      0.335055      0.248602      0.968100E-01  0.658029E-01  0.512795E-01  0.258665E-01  0.867559E-02   0.00000      0.514468E-01
  0.120217      0.917334      0.692693      0.444420      0.108384      0.107824      0.584309      0.336596      0.216208      0.861546E-01  0.563854E-01  0.438801E-01  0.222294E-01  0.740901E-02   0.00000      0.440300E-01
  0.131815      0.803017      0.685558      0.426867      0.948501E-01  0.911291E-01  0.590708      0.335738      0.185979      0.759540E-01  0.476769E-01  0.370607E-01  0.188961E-01  0.625889E-02   0.00000      0.371933E-01
  0.144533      0.696544      0.676700      0.408044      0.821545E-01  0.759570E-01  0.594546      0.332087      0.158111      0.662741E-01  0.397445E-01  0.308684E-01  0.158804E-01  0.522806E-02   0.00000      0.309844E-01
  0.158477      0.597725      0.665837      0.387801      0.703011E-01  0.622761E-01  0.595536      0.325525      0.132577      0.571354E-01  0.325786E-01  0.252893E-01  0.131657E-01  0.430824E-02   0.00000      0.253893E-01
  0.173766      0.507077      0.652426      0.365883      0.593726E-01  0.501783E-01  0.593053      0.315705      0.109551      0.486110E-01  0.262324E-01  0.203599E-01  0.107616E-01  0.350096E-02   0.00000      0.204449E-01
  0.190530      0.424312      0.636108      0.342241      0.493608E-01  0.395853E-01  0.586747      0.302656      0.889461E-01  0.407146E-01  0.206704E-01  0.160473E-01  0.864621E-02  0.279648E-02   0.00000      0.161184E-01
  0.208912      0.349897      0.616155      0.316723      0.403444E-01  0.305463E-01  0.575811      0.286177      0.708906E-01  0.335207E-01  0.159226E-01  0.123708E-01  0.682367E-02  0.219465E-02   0.00000      0.124291E-01
  0.229067      0.283410      0.592161      0.289455      0.322944E-01  0.229300E-01  0.559866      0.266525      0.552244E-01  0.270281E-01  0.119230E-01  0.927580E-02  0.526634E-02  0.168437E-02   0.00000      0.932261E-02
  0.251167      0.225213      0.563251      0.260499      0.252749E-01  0.167297E-01  0.537976      0.243769      0.420046E-01  0.213029E-01  0.867048E-02  0.675891E-02  0.397198E-02  0.126360E-02   0.00000      0.679565E-02
  0.275399      0.174713      0.529108      0.230229      0.192272E-01  0.117646E-01  0.509881      0.218464      0.309918E-01  0.163192E-01  0.607075E-02  0.474566E-02  0.290798E-02  0.920184E-03   0.00000      0.477369E-02
  0.301969      0.132101      0.488940      0.199041      0.141862E-01  0.796940E-02  0.474754      0.191071      0.221556E-01  0.121210E-01  0.408967E-02  0.320883E-02  0.206516E-02  0.650132E-03   0.00000      0.322960E-02
  0.331102      0.965938E-01  0.442865      0.167587      0.100562E-01  0.513186E-02  0.432809      0.162455      0.151881E-01  0.864845E-02  0.261465E-02  0.206154E-02  0.140775E-02  0.440873E-03   0.00000      0.207634E-02
  0.363046      0.681454E-01  0.390723      0.136659      0.682929E-02  0.314206E-02  0.383893      0.133517      0.997135E-02  0.590885E-02  0.158657E-02  0.125857E-02  0.920440E-03  0.286794E-03   0.00000      0.126870E-02
  0.398071      0.457809E-01  0.333639      0.107101      0.437204E-02  0.178928E-02  0.329267      0.105311      0.616132E-02  0.380472E-02  0.892962E-03  0.713937E-03  0.567320E-03  0.175823E-03   0.00000      0.720492E-03
  0.436476      0.288872E-01  0.272922      0.798490E-01  0.260381E-02  0.933542E-03  0.270318      0.789155E-01  0.353735E-02  0.227911E-02  0.459239E-03  0.370563E-03  0.324699E-03  0.997800E-04   0.00000      0.374524E-03
  0.478586      0.170625E-01  0.211178      0.560070E-01  0.142876E-02  0.444835E-03  0.209749      0.555622E-01  0.187359E-02  0.125638E-02  0.214717E-03  0.175308E-03  0.172373E-03  0.525922E-04   0.00000      0.177526E-03
  0.524759      0.918879E-02  0.151814      0.362759E-01  0.701588E-03  0.187172E-03  0.151113      0.360887E-01  0.888760E-03  0.619260E-03  0.881454E-04  0.730046E-04  0.823285E-04  0.249026E-04   0.00000      0.741238E-04
  0.575386      0.437735E-02  0.987758E-01  0.211390E-01  0.297358E-03  0.670580E-04  0.984784E-01  0.210719E-01  0.364416E-03  0.263122E-03  0.305704E-04  0.257548E-04  0.342364E-04  0.102409E-04   0.00000      0.262466E-04
  0.630897      0.176011E-02  0.558637E-01  0.106457E-01  0.102868E-03  0.193553E-04  0.557608E-01  0.106263E-01  0.122223E-03  0.910793E-04  0.844702E-05  0.725711E-05  0.117884E-04  0.347262E-05   0.00000      0.743562E-05
  0.691764      0.552397E-03  0.256791E-01  0.433265E-02  0.264626E-04  0.410865E-05  0.256526E-01  0.432854E-02  0.305712E-04  0.233695E-04  0.168799E-05  0.148068E-05  0.309305E-05  0.891046E-06   0.00000      0.152962E-05
  0.758504      0.114154E-03  0.841210E-02  0.124750E-02  0.417896E-05  0.521836E-06  0.840792E-02  0.124697E-02  0.470080E-05  0.366221E-05  0.196256E-06  0.175060E-06  0.516746E-06  0.142140E-06   0.00000      0.183440E-06
  0.831682      0.115316E-04  0.149340E-02  0.193573E-03  0.281340E-06  0.284355E-07  0.149312E-02  0.193545E-03  0.309775E-06  0.240935E-06  0.919607E-08  0.823267E-08  0.404052E-07  0.103737E-07   0.00000      0.886573E-08
  0.911920      0.200024E-06  0.588615E-04  0.660310E-05  0.235754E-08  0.202723E-09  0.588592E-04  0.660290E-05  0.256026E-08  0.186311E-08  0.451014E-10  0.395836E-10  0.494426E-09  0.111683E-09   0.00000      0.459388E-10
  0.999900      0.764149E-14  0.820727E-11  0.776148E-12  0.329665E-17  0.296041E-17  0.820727E-11  0.776145E-12  0.625705E-17  -.317372E-17  0.233312E-18  0.686920E-18  0.647036E-17  0.197407E-17   0.00000      0.753029E-18
