   6464.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.144540E-02   24.3163       2.38707       3.30381       2.31089       3.27196      0.761854E-01  0.318469E-01   5.58285       1.33871       1.33337       1.22808      0.972176      0.710544       0.00000       1.22804    
  0.158485E-02   23.2034       2.30165       3.17735       2.22109       3.14344      0.805551E-01  0.339140E-01   5.36453       1.29032       1.28464       1.18099      0.930767      0.677824       0.00000       1.18097    
  0.173775E-02   22.1367       2.21965       3.05554       2.13445       3.01941      0.852011E-01  0.361374E-01   5.15385       1.24354       1.23750       1.13549      0.890903      0.646426       0.00000       1.13548    
  0.190540E-02   21.1099       2.14066       2.93780       2.05054       2.89929      0.901153E-01  0.385159E-01   4.94983       1.19816       1.19173       1.09137      0.852384      0.616179       0.00000       1.09138    
  0.208923E-02   20.1072       2.06348       2.82250       1.96829       2.78151      0.951938E-01  0.409898E-01   4.74980       1.15362       1.14679       1.04808      0.814673      0.586622       0.00000       1.04810    
  0.229079E-02   19.1579       1.99038       2.71267       1.88971       2.66897      0.100673      0.437007E-01   4.55868       1.11095       1.10368       1.00664      0.778764      0.558603       0.00000       1.00668    
  0.251180E-02   18.2347       1.91929       2.60552       1.81292       2.55898      0.106370      0.465431E-01   4.37190       1.06919       1.06147      0.966105      0.743736      0.531334       0.00000      0.966168    
  0.275413E-02   17.3406       1.85044       2.50136       1.73814       2.45183      0.112309      0.495323E-01   4.18996       1.02845       1.02026      0.926579      0.709689      0.504901       0.00000      0.926659    
  0.301984E-02   16.4926       1.78521       2.40198       1.66653       2.34919      0.118677      0.527867E-01   4.01572      0.989325      0.980640      0.888655      0.677205      0.479798       0.00000      0.888754    
  0.331118E-02   15.6652       1.72159       2.30475       1.59635       2.24858      0.125249      0.561704E-01   3.84492      0.950927      0.941723      0.851447      0.645419      0.455289       0.00000      0.851564    
  0.363064E-02   14.8741       1.66087       2.21131       1.52867       2.15152      0.132195      0.597912E-01   3.68019      0.913803      0.904051      0.815502      0.614868      0.431828       0.00000      0.815638    
  0.398091E-02   14.1159       1.60278       2.12133       1.46326       2.05767      0.139513      0.636543E-01   3.52094      0.877831      0.867503      0.780700      0.585433      0.409315       0.00000      0.780854    
  0.436498E-02   13.3768       1.54624       2.03337       1.39919       1.96571      0.147053      0.676630E-01   3.36490      0.842533      0.831612      0.746566      0.556653      0.387358       0.00000      0.746739    
  0.478610E-02   12.6797       1.49313       1.94988       1.33802       1.87786      0.155117      0.720216E-01   3.21588      0.808709      0.797156      0.713897      0.529308      0.366616       0.00000      0.714088    
  0.524785E-02   12.0040       1.44180       1.86868       1.27833       1.79210      0.163472      0.765799E-01   3.07043      0.775635      0.763427      0.681973      0.502694      0.346495       0.00000      0.682181    
  0.575415E-02   11.3507       1.39233       1.78989       1.22019       1.70854      0.172132      0.813478E-01   2.92874      0.743345      0.730463      0.650830      0.476848      0.327024       0.00000      0.651057    
  0.630929E-02   10.7345       1.34598       1.71513       1.16464       1.62863      0.181342      0.865037E-01   2.79326      0.712357      0.698761      0.620987      0.452280      0.308635       0.00000      0.621230    
  0.691799E-02   10.1345       1.30101       1.64214       1.11021       1.55030      0.190805      0.918422E-01   2.66051      0.681937      0.667610      0.591710      0.428272      0.290718       0.00000      0.591970    
  0.758542E-02   9.56253       1.25844       1.57222       1.05773       1.47472      0.200714      0.975049E-01   2.53245      0.652496      0.637410      0.563414      0.405231      0.273620       0.00000      0.563690    
  0.831724E-02   9.01684       1.21815       1.50523       1.00708       1.40173      0.211069      0.103503       2.40881      0.623975      0.608101      0.536043      0.383104      0.257293       0.00000      0.536334    
  0.911966E-02   8.48447       1.17904       1.43974      0.957365       1.33005      0.221675      0.109688       2.28742      0.595921      0.579246      0.509143      0.361444      0.241359       0.00000      0.509448    
  0.999950E-02   7.96936       1.14168       1.37636      0.908898       1.26011      0.232779      0.116254       2.16901      0.568488      0.550979      0.482869      0.340410      0.225943       0.00000      0.483188    
  0.109642E-01   7.47607       1.10610       1.31535      0.861932       1.19230      0.244172      0.123050       2.05424      0.541805      0.523450      0.457355      0.320128      0.211167       0.00000      0.457687    
  0.120220E-01   7.01594       1.07334       1.25802      0.817269       1.12776      0.256069      0.130254       1.94503      0.516269      0.497046      0.433008      0.301000      0.197366       0.00000      0.433350    
  0.131819E-01   6.57696       1.04247       1.20313      0.774100       1.06534      0.268368      0.137790       1.83944      0.491473      0.471366      0.409420      0.282627      0.184198       0.00000      0.409772    
  0.144536E-01   6.15819       1.01342       1.15060      0.732366       1.00494      0.281050      0.145653       1.73731      0.467386      0.446383      0.386564      0.264980      0.171637       0.00000      0.386924    
  0.158481E-01   5.75753      0.985995       1.10020      0.691925      0.946391      0.294070      0.153812       1.63832      0.443935      0.422031      0.364370      0.247990      0.159623       0.00000      0.364736    
  0.173770E-01   5.37442      0.960154       1.05189      0.652746      0.889635      0.307408      0.162257       1.54238      0.421103      0.398296      0.342824      0.231643      0.148142       0.00000      0.343196    
  0.190535E-01   5.00991      0.935978       1.00580      0.614913      0.834806      0.321065      0.170998       1.44972      0.398929      0.375225      0.321976      0.215984      0.137231       0.00000      0.322351    
  0.208917E-01   4.66293      0.913360      0.961827      0.578363      0.781821      0.334997      0.180006       1.36018      0.377381      0.352790      0.301795      0.200982      0.126859       0.00000      0.302172    
  0.229073E-01   4.33177      0.892130      0.919762      0.542983      0.730527      0.349147      0.189235       1.27351      0.356402      0.330943      0.282229      0.186581      0.116978       0.00000      0.282605    
  0.251174E-01   4.01595      0.872222      0.879553      0.508748      0.680899      0.363474      0.198654       1.18965      0.335979      0.309678      0.263269      0.172770      0.107577       0.00000      0.263645    
  0.275406E-01   3.71645      0.853688      0.841322      0.475753      0.633087      0.377935      0.208235       1.10884      0.316156      0.289052      0.244974      0.159597      0.986894E-01   0.00000      0.245345    
  0.301976E-01   3.43219      0.836392      0.804927      0.443932      0.587011      0.392460      0.217916       1.03094      0.296902      0.269044      0.227315      0.147030      0.902861E-01   0.00000      0.227681    
  0.331110E-01   3.16178      0.820175      0.770187      0.413199      0.542558      0.406976      0.227629      0.955756      0.278175      0.249619      0.210253      0.135023      0.823260E-01   0.00000      0.210612    
  0.363055E-01   2.90481      0.804951      0.737031      0.383539      0.499723      0.421412      0.237308      0.883261      0.259969      0.230784      0.193789      0.123570      0.747992E-01   0.00000      0.194140    
  0.398081E-01   2.66228      0.790718      0.705539      0.355058      0.458684      0.435660      0.246855      0.813742      0.242336      0.212611      0.177992      0.112722      0.677409E-01   0.00000      0.178332    
  0.436487E-01   2.43307      0.777316      0.675535      0.327694      0.419368      0.449622      0.256167      0.747062      0.225249      0.195086      0.162836      0.102445      0.611188E-01   0.00000      0.163164    
  0.478598E-01   2.21609      0.764588      0.646840      0.301379      0.381692      0.463209      0.265148      0.683072      0.208677      0.178185      0.148293      0.927019E-01  0.548989E-01   0.00000      0.148608    
  0.524772E-01   2.01102      0.752424      0.619354      0.276113      0.345671      0.476311      0.273684      0.621783      0.192625      0.161926      0.134372      0.834875E-01  0.490722E-01   0.00000      0.134672    
  0.575400E-01   1.81883      0.740742      0.593082      0.252015      0.311519      0.488727      0.281563      0.563534      0.177158      0.146406      0.121155      0.748572E-01  0.436732E-01   0.00000      0.121440    
  0.630913E-01   1.63847      0.729364      0.567811      0.229022      0.279157      0.500341      0.288654      0.508179      0.162250      0.131606      0.108617      0.667723E-01  0.386668E-01   0.00000      0.108884    
  0.691782E-01   1.46904      0.718130      0.543354      0.207086      0.248522      0.511044      0.294832      0.455607      0.147885      0.117513      0.967347E-01  0.592006E-01  0.340241E-01   0.00000      0.969846E-01
  0.758523E-01   1.31029      0.706895      0.519570      0.186211      0.219638      0.520684      0.299932      0.405849      0.134074      0.104150      0.855208E-01  0.521370E-01  0.297356E-01   0.00000      0.857525E-01
  0.831703E-01   1.16320      0.695461      0.496354      0.166537      0.192751      0.528924      0.303603      0.359288      0.120901      0.916342E-01  0.750714E-01  0.456362E-01  0.258327E-01   0.00000      0.752845E-01
  0.911943E-01   1.02671      0.683641      0.473480      0.147993      0.167752      0.535648      0.305728      0.315744      0.108341      0.799333E-01  0.653470E-01  0.396520E-01  0.222772E-01   0.00000      0.655412E-01
  0.999925E-01  0.898022      0.671281      0.450655      0.130344      0.144281      0.540937      0.306375      0.274625      0.962770E-01  0.689094E-01  0.562143E-01  0.340670E-01  0.189816E-01   0.00000      0.563896E-01
  0.109639      0.780105      0.658180      0.427898      0.113894      0.122800      0.544286      0.305098      0.236694      0.848889E-01  0.587647E-01  0.478484E-01  0.290056E-01  0.160302E-01   0.00000      0.480050E-01
  0.120217      0.673626      0.643961      0.404983      0.987716E-01  0.103514      0.545190      0.301468      0.202286      0.742673E-01  0.496054E-01  0.403311E-01  0.245043E-01  0.134393E-01   0.00000      0.404696E-01
  0.131815      0.576438      0.628448      0.381694      0.847871E-01  0.861044E-01  0.543661      0.295589      0.170891      0.643234E-01  0.413044E-01  0.335420E-01  0.204637E-01  0.111370E-01   0.00000      0.336630E-01
  0.144533      0.488669      0.611276      0.357855      0.719974E-01  0.706344E-01  0.539279      0.287221      0.142632      0.551097E-01  0.339018E-01  0.275073E-01  0.168877E-01  0.912092E-02   0.00000      0.276117E-01
  0.158477      0.409604      0.592206      0.333370      0.603503E-01  0.569819E-01  0.531856      0.276388      0.117332      0.466128E-01  0.273499E-01  0.221807E-01  0.137375E-01  0.736259E-02   0.00000      0.222694E-01
  0.173766      0.339333      0.570790      0.308122      0.498964E-01  0.451783E-01  0.520893      0.262943      0.950747E-01  0.388846E-01  0.216718E-01  0.175753E-01  0.110118E-01  0.585698E-02   0.00000      0.176496E-01
  0.190530      0.277099      0.546785      0.282122      0.405682E-01  0.350625E-01  0.506217      0.247060      0.756308E-01  0.319008E-01  0.167978E-01  0.136290E-01  0.866740E-02  0.457465E-02   0.00000      0.136901E-01
  0.208912      0.222929      0.519682      0.255381      0.324040E-01  0.266226E-01  0.487278      0.228758      0.590266E-01  0.257071E-01  0.127279E-01  0.103376E-01  0.669685E-02  0.350777E-02   0.00000      0.103869E-01
  0.229067      0.176015      0.489305      0.228061      0.253163E-01  0.196607E-01  0.463989      0.208400      0.449770E-01  0.202628E-01  0.937106E-02  0.762421E-02  0.505348E-02  0.262653E-02   0.00000      0.766310E-02
  0.251167      0.136297      0.455184      0.200368      0.193220E-01  0.141175E-01  0.435862      0.186251      0.334395E-01  0.155985E-01  0.670148E-02  0.546566E-02  0.372346E-02  0.192044E-02   0.00000      0.549562E-02
  0.275399      0.102919      0.417360      0.172643      0.143106E-01  0.976993E-02  0.403050      0.162873      0.240806E-01  0.116521E-01  0.461253E-02  0.377462E-02  0.265855E-02  0.136037E-02   0.00000      0.379703E-02
  0.301969      0.757089E-01  0.375651      0.145337      0.102695E-01  0.651754E-02  0.365382      0.138819      0.167870E-01  0.843022E-02  0.305595E-02  0.251165E-02  0.183925E-02  0.933699E-03   0.00000      0.252789E-02
  0.331102      0.537759E-01  0.330574      0.118937      0.706507E-02  0.413366E-02  0.323508      0.114804      0.111987E-01  0.584658E-02  0.192113E-02  0.158781E-02  0.121849E-02  0.613405E-03   0.00000      0.159912E-02
  0.363046      0.368262E-01  0.282640      0.941195E-01  0.465069E-02  0.249554E-02  0.277989      0.916240E-01  0.714622E-02  0.387756E-02  0.114735E-02  0.954763E-03  0.773123E-03  0.385875E-03   0.00000      0.962316E-03
  0.398071      0.239600E-01  0.233131      0.713938E-01  0.287732E-02  0.140190E-02  0.230254      0.699919E-01  0.427922E-02  0.241648E-02  0.635723E-03  0.533579E-03  0.460838E-03  0.227843E-03   0.00000      0.538334E-03
  0.436476      0.145456E-01  0.183483      0.513224E-01  0.164528E-02  0.717901E-03  0.181838      0.506045E-01  0.236319E-02  0.139240E-02  0.320308E-03  0.271481E-03  0.252885E-03  0.123334E-03   0.00000      0.274259E-03
  0.478586      0.827369E-02  0.136096      0.346254E-01  0.866764E-03  0.337783E-03  0.135229      0.342876E-01  0.120455E-02  0.738019E-03  0.147637E-03  0.126657E-03  0.128745E-03  0.619864E-04   0.00000      0.128160E-03
  0.524759      0.427373E-02  0.933312E-01  0.214796E-01  0.406885E-03  0.140458E-03  0.929244E-01  0.213392E-01  0.547343E-03  0.348251E-03  0.598554E-04  0.520819E-04  0.586341E-04  0.277918E-04   0.00000      0.528110E-04
  0.575386      0.194219E-02  0.575766E-01  0.119218E-01  0.163957E-03  0.497480E-04  0.574126E-01  0.118720E-01  0.213705E-03  0.140883E-03  0.205499E-04  0.181710E-04  0.230744E-04  0.107207E-04   0.00000      0.184774E-04
  0.630897      0.739346E-03  0.306315E-01  0.567591E-02  0.535340E-04  0.141818E-04  0.305780E-01  0.566173E-02  0.677158E-04  0.460931E-04  0.563779E-05  0.507300E-05  0.744089E-05  0.336557E-05   0.00000      0.517846E-05
  0.691764      0.217277E-03  0.131010E-01  0.216087E-02  0.128681E-04  0.296198E-05  0.130882E-01  0.215790E-02  0.158301E-04  0.110664E-04  0.112253E-05  0.102788E-05  0.180167E-05  0.784426E-06   0.00000      0.105502E-05
  0.758504      0.408587E-04  0.390860E-02  0.569443E-03  0.184858E-05  0.360614E-06  0.390675E-02  0.569083E-03  0.220919E-05  0.158074E-05  0.128465E-06  0.119233E-06  0.267835E-06  0.108665E-06   0.00000      0.123484E-06
  0.831682      0.365750E-05  0.614188E-03  0.786615E-04  0.110682E-06  0.184593E-07  0.614077E-03  0.786430E-04  0.129142E-06  0.926452E-07  0.600116E-08  0.560046E-08  0.180370E-07  0.657089E-08   0.00000      0.588725E-08
  0.911920      0.523128E-07  0.199901E-04  0.222923E-05  0.774376E-09  0.113239E-09  0.199894E-04  0.222911E-05  0.887616E-09  0.599065E-09  0.303067E-10  0.283321E-10  0.175311E-09  0.521849E-10   0.00000      0.307477E-10
  0.999900      0.157228E-14  0.207180E-11  0.195926E-12  0.756164E-18  0.991505E-18  0.207180E-11  0.195925E-12  0.174767E-17  -.966611E-18  0.124225E-18  0.259533E-18  0.172278E-17  0.587755E-18   0.00000      0.279524E-18
