   3.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.758523E-01   1.71997      0.663942      0.487329      0.158598      0.181751      0.505344      0.305578      0.340349      0.144774      0.107209      0.744573E-01  0.138242E-01   0.00000       0.00000      0.745418E-01
  0.831703E-01   1.62513      0.676425      0.487019      0.148730      0.165609      0.527695      0.321410      0.314338      0.135857      0.977127E-01  0.678159E-01  0.128722E-01   0.00000       0.00000      0.678959E-01
  0.911943E-01   1.52750      0.688600      0.486332      0.138728      0.149686      0.549873      0.336646      0.288414      0.126823      0.883391E-01  0.612716E-01  0.119046E-01   0.00000       0.00000      0.613467E-01
  0.999925E-01   1.42751      0.700354      0.485081      0.128626      0.134057      0.571728      0.351024      0.262683      0.117698      0.791337E-01  0.548537E-01  0.109282E-01   0.00000       0.00000      0.549236E-01
  0.109639       1.32560      0.711526      0.483026      0.118463      0.118830      0.593062      0.364196      0.237293      0.108513      0.701592E-01  0.486059E-01  0.995079E-02   0.00000       0.00000      0.486703E-01
  0.120217       1.22212      0.721831      0.479736      0.108282      0.104177      0.613550      0.375559      0.212458      0.993005E-01  0.615185E-01  0.425994E-01  0.898129E-02   0.00000       0.00000      0.426582E-01
  0.131815       1.11785      0.731112      0.474971      0.981374E-01  0.901668E-01  0.632974      0.384804      0.188304      0.901098E-01  0.532530E-01  0.368607E-01  0.802756E-02   0.00000       0.00000      0.369138E-01
  0.144533       1.01349      0.739026      0.468276      0.880967E-01  0.769515E-01  0.650929      0.391325      0.165048      0.809975E-01  0.454528E-01  0.314513E-01  0.709917E-02   0.00000       0.00000      0.314987E-01
  0.158477      0.909825      0.745289      0.459346      0.782240E-01  0.646071E-01  0.667065      0.394739      0.142831      0.720207E-01  0.381640E-01  0.264014E-01  0.620331E-02   0.00000       0.00000      0.264432E-01
  0.173766      0.807794      0.749353      0.447647      0.686089E-01  0.532851E-01  0.680745      0.394362      0.121894      0.632587E-01  0.314765E-01  0.217723E-01  0.535015E-02   0.00000       0.00000      0.218085E-01
  0.190530      0.708225      0.750765      0.432919      0.593224E-01  0.430251E-01  0.691442      0.389894      0.102348      0.547771E-01  0.254149E-01  0.175792E-01  0.454532E-02   0.00000       0.00000      0.176102E-01
  0.208912      0.612252      0.748623      0.414629      0.504756E-01  0.339548E-01  0.698147      0.380674      0.844304E-01  0.466768E-01  0.200551E-01  0.138737E-01  0.379879E-02   0.00000       0.00000      0.138998E-01
  0.229067      0.520659      0.742211      0.392674      0.421374E-01  0.260566E-01  0.700074      0.366617      0.681940E-01  0.390236E-01  0.153873E-01  0.106478E-01  0.311381E-02   0.00000       0.00000      0.106693E-01
  0.251167      0.434714      0.730118      0.366678      0.344320E-01  0.194069E-01  0.695686      0.347271      0.538390E-01  0.319329E-01  0.114574E-01  0.793224E-02  0.249913E-02   0.00000       0.00000      0.794955E-02
  0.275399      0.355038      0.711352      0.336857      0.274110E-01  0.139163E-01  0.683941      0.322941      0.413272E-01  0.254563E-01  0.821267E-02  0.569001E-02  0.195470E-02   0.00000       0.00000      0.570361E-02
  0.301969      0.282899      0.683982      0.303229      0.211935E-01  0.958872E-02  0.662789      0.293641      0.307823E-01  0.197067E-01  0.565582E-02  0.392251E-02  0.148683E-02   0.00000       0.00000      0.393290E-02
  0.331102      0.218598      0.647027      0.266504      0.157920E-01  0.626525E-02  0.631235      0.260239      0.220573E-01  0.147006E-01  0.369289E-02  0.256471E-02  0.109147E-02   0.00000       0.00000      0.257237E-02
  0.363046      0.163200      0.598538      0.227366      0.112924E-01  0.387496E-02  0.587245      0.223491      0.151674E-01  0.105213E-01  0.228189E-02  0.158763E-02  0.771156E-03   0.00000       0.00000      0.159307E-02
  0.398071      0.116495      0.538454      0.187104      0.764495E-02  0.221732E-02  0.530809      0.184887      0.986227E-02  0.712734E-02  0.130411E-02  0.909550E-03  0.517608E-03   0.00000       0.00000      0.913211E-03
  0.436476      0.788304E-01  0.466511      0.147165      0.485267E-02  0.116285E-02  0.461658      0.146002      0.601553E-02  0.452566E-02  0.682843E-03  0.477690E-03  0.327014E-03   0.00000       0.00000      0.480011E-03
  0.478586      0.499502E-01  0.384624      0.109354      0.284178E-02  0.547408E-03  0.381783      0.108807      0.338918E-02  0.264950E-02  0.320745E-03  0.225296E-03  0.192273E-03   0.00000       0.00000      0.226664E-03
  0.524759      0.290559E-01  0.296762      0.755023E-01  0.149858E-02  0.224000E-03  0.295264      0.752783E-01  0.172258E-02  0.139570E-02  0.130860E-03  0.924092E-04  0.102884E-03   0.00000       0.00000      0.931397E-04
  0.575386      0.150917E-01  0.209097      0.472812E-01  0.687616E-03  0.762337E-04  0.208409      0.472049E-01  0.763849E-03  0.638979E-03  0.443531E-04  0.315377E-04  0.486370E-04   0.00000       0.00000      0.318806E-04
  0.630897      0.670444E-02  0.129569      0.258701E-01  0.260321E-03  0.201552E-04  0.129308      0.258499E-01  0.280476E-03  0.240921E-03  0.116587E-04  0.836201E-05  0.194005E-04   0.00000       0.00000      0.849646E-05
  0.691764      0.237040E-02  0.663228E-01  0.116194E-01  0.744071E-04  0.369161E-05  0.662484E-01  0.116157E-01  0.780987E-04  0.683606E-04  0.211797E-05  0.153319E-05  0.604646E-05   0.00000       0.00000      0.157364E-05
  0.758504      0.579901E-03  0.249250E-01  0.380603E-02  0.135470E-04  0.371707E-06  0.249114E-01  0.380566E-02  0.139187E-04  0.122840E-04  0.211026E-06  0.152800E-06  0.126301E-05   0.00000       0.00000      0.160681E-06
  0.831682      0.729331E-04  0.530165E-02  0.700872E-03  0.109053E-05  0.118793E-07  0.530056E-02  0.700860E-03  0.110241E-05  0.961265E-06  0.669966E-08  0.447636E-08  0.129263E-06   0.00000       0.00000      0.517965E-08
  0.911920      0.179383E-05  0.277889E-03  0.314790E-04  0.120545E-07  -.163141E-10  0.277877E-03  0.314790E-04  0.120382E-07  0.976352E-08  -.744755E-11  -.180327E-10  0.229096E-08   0.00000       0.00000      -.886652E-11
  0.999900      0.728378E-13  0.610403E-10  0.577246E-11  0.465952E-16  0.282898E-17  0.610403E-10  0.577246E-11  0.494242E-16  0.211449E-17  0.870099E-18  0.182396E-17  0.444807E-16   0.00000       0.00000      0.195889E-17
