   4.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.301992E-03   4.02763      0.675854       1.07469      0.665034       1.07186      0.108200E-01  0.282547E-02   1.73690      0.610269      0.609582      0.462364      0.547653E-01   0.00000       0.00000      0.462283    
  0.331127E-03   4.07994      0.668123       1.05956      0.656517       1.05650      0.116057E-01  0.305834E-02   1.71301      0.601756      0.601011      0.455568      0.547604E-01   0.00000       0.00000      0.455486    
  0.363073E-03   4.12858      0.660448       1.04449      0.648021       1.04118      0.124276E-01  0.330403E-02   1.68920      0.593278      0.592471      0.448791      0.547432E-01   0.00000       0.00000      0.448710    
  0.398101E-03   4.17045      0.652890       1.02954      0.639568       1.02597      0.133216E-01  0.357555E-02   1.66553      0.584864      0.583991      0.442055      0.547041E-01   0.00000       0.00000      0.441974    
  0.436509E-03   4.20705      0.645439       1.01471      0.631156       1.01084      0.142823E-01  0.387161E-02   1.64199      0.576508      0.575562      0.435355      0.546487E-01   0.00000       0.00000      0.435274    
  0.478622E-03   4.24033      0.638056      0.999946      0.622770      0.995762      0.152857E-01  0.418345E-02   1.61853      0.568187      0.567165      0.428677      0.545832E-01   0.00000       0.00000      0.428597    
  0.524798E-03   4.26615      0.630851      0.985361      0.614449      0.980823      0.164018E-01  0.453785E-02   1.59527      0.559954      0.558847      0.422056      0.544957E-01   0.00000       0.00000      0.421977    
  0.575429E-03   4.28877      0.623737      0.970862      0.606161      0.965948      0.175756E-01  0.491470E-02   1.57211      0.551762      0.550564      0.415461      0.543990E-01   0.00000       0.00000      0.415383    
  0.630945E-03   4.30734      0.616735      0.956472      0.597913      0.951152      0.188225E-01  0.531991E-02   1.54907      0.543622      0.542328      0.408901      0.542907E-01   0.00000       0.00000      0.408824    
  0.691816E-03   4.32018      0.609921      0.942254      0.589728      0.936479      0.201927E-01  0.577438E-02   1.52621      0.535562      0.534161      0.402393      0.541661E-01   0.00000       0.00000      0.402319    
  0.758561E-03   4.33039      0.603201      0.928119      0.581575      0.921865      0.216260E-01  0.625448E-02   1.50344      0.527540      0.526026      0.395911      0.540342E-01   0.00000       0.00000      0.395838    
  0.831745E-03   4.33584      0.596660      0.914143      0.573479      0.907358      0.231818E-01  0.678487E-02   1.48084      0.519590      0.517953      0.389476      0.538886E-01   0.00000       0.00000      0.389406    
  0.911989E-03   4.33743      0.590289      0.900310      0.565433      0.892945      0.248559E-01  0.736523E-02   1.45838      0.511701      0.509930      0.383083      0.537317E-01   0.00000       0.00000      0.383014    
  0.999975E-03   4.33667      0.584022      0.886565      0.557418      0.878588      0.266043E-01  0.797712E-02   1.43601      0.503850      0.501939      0.376714      0.535677E-01   0.00000       0.00000      0.376649    
  0.109645E-02   4.33068      0.578019      0.873035      0.549475      0.864363      0.285442E-01  0.867223E-02   1.41384      0.496088      0.494020      0.370405      0.533873E-01   0.00000       0.00000      0.370342    
  0.120223E-02   4.32235      0.572154      0.859611      0.541566      0.850198      0.305873E-01  0.941348E-02   1.39176      0.488368      0.486134      0.364123      0.531988E-01   0.00000       0.00000      0.364064    
  0.131822E-02   4.31123      0.566450      0.846314      0.533698      0.836105      0.327527E-01  0.102095E-01   1.36980      0.480697      0.478286      0.357874      0.530007E-01   0.00000       0.00000      0.357819    
  0.144540E-02   4.29598      0.561024      0.833225      0.525890      0.822120      0.351342E-01  0.111050E-01   1.34801      0.473103      0.470496      0.351675      0.527867E-01   0.00000       0.00000      0.351624    
  0.158485E-02   4.27890      0.555733      0.820235      0.518109      0.808183      0.376242E-01  0.120515E-01   1.32629      0.465544      0.462732      0.345499      0.525649E-01   0.00000       0.00000      0.345452    
  0.173775E-02   4.25853      0.550696      0.807427      0.510376      0.794332      0.403198E-01  0.130956E-01   1.30471      0.458048      0.455012      0.339363      0.523286E-01   0.00000       0.00000      0.339320    
  0.190540E-02   4.23540      0.545906      0.794791      0.502684      0.780550      0.432222E-01  0.142407E-01   1.28323      0.450606      0.447327      0.333260      0.520781E-01   0.00000       0.00000      0.333223    
  0.208923E-02   4.21061      0.541268      0.782258      0.495016      0.766810      0.462520E-01  0.154485E-01   1.26183      0.443197      0.439664      0.327178      0.518187E-01   0.00000       0.00000      0.327146    
  0.229079E-02   4.18223      0.536998      0.769972      0.487396      0.753154      0.496019E-01  0.168176E-01   1.24055      0.435859      0.432043      0.321138      0.515375E-01   0.00000       0.00000      0.321111    
  0.251180E-02   4.15215      0.532929      0.757815      0.479797      0.739534      0.531322E-01  0.182804E-01   1.21933      0.428553      0.424439      0.315117      0.512439E-01   0.00000       0.00000      0.315096    
  0.275413E-02   4.12017      0.529085      0.745802      0.472222      0.725955      0.568636E-01  0.198476E-01   1.19818      0.421285      0.416853      0.309117      0.509367E-01   0.00000       0.00000      0.309102    
  0.301984E-02   4.08524      0.525641      0.734038      0.464676      0.712425      0.609646E-01  0.216130E-01   1.17710      0.414072      0.409289      0.303145      0.506042E-01   0.00000       0.00000      0.303136    
  0.331118E-02   4.04902      0.522389      0.722392      0.457141      0.698914      0.652481E-01  0.234783E-01   1.15605      0.406882      0.401732      0.297184      0.502591E-01   0.00000       0.00000      0.297182    
  0.363064E-02   4.01054      0.519490      0.710959      0.449622      0.685429      0.698677E-01  0.255296E-01   1.13505      0.399731      0.394184      0.291241      0.498909E-01   0.00000       0.00000      0.291246    
  0.398091E-02   3.97004      0.516948      0.699736      0.442110      0.671955      0.748378E-01  0.277809E-01   1.11407      0.392612      0.386634      0.285309      0.494985E-01   0.00000       0.00000      0.285321    
  0.436498E-02   3.92836      0.514620      0.688639      0.434601      0.658485      0.800193E-01  0.301539E-01   1.09309      0.385510      0.379084      0.279382      0.490913E-01   0.00000       0.00000      0.279401    
  0.478610E-02   3.88413      0.512806      0.677837      0.427088      0.645006      0.857179E-01  0.328317E-01   1.07209      0.378440      0.371518      0.273461      0.486481E-01   0.00000       0.00000      0.273487    
  0.524785E-02   3.83860      0.511284      0.667202      0.419565      0.631508      0.917190E-01  0.356939E-01   1.05107      0.371381      0.363937      0.267537      0.481837E-01   0.00000       0.00000      0.267571    
  0.575415E-02   3.79171      0.510069      0.656741      0.412031      0.617992      0.980372E-01  0.387494E-01   1.03002      0.364334      0.356339      0.261611      0.476970E-01   0.00000       0.00000      0.261652    
  0.630929E-02   3.74254      0.509424      0.646601      0.404465      0.604416      0.104959      0.421853E-01   1.00888      0.357297      0.348697      0.255669      0.471680E-01   0.00000       0.00000      0.255719    
  0.691799E-02   3.69237      0.509050      0.636613      0.396878      0.590803      0.112172      0.458092E-01  0.987682      0.350260      0.341029      0.249717      0.466186E-01   0.00000       0.00000      0.249774    
  0.758542E-02   3.64044      0.509157      0.626894      0.389253      0.577122      0.119905      0.497724E-01  0.966374      0.343220      0.333312      0.243744      0.460326E-01   0.00000       0.00000      0.243809    
  0.831724E-02   3.58682      0.509770      0.617460      0.381575      0.563348      0.128195      0.541122E-01  0.944922      0.336167      0.325533      0.237741      0.454076E-01   0.00000       0.00000      0.237814    
  0.911966E-02   3.53221      0.510676      0.608190      0.373864      0.549516      0.136812      0.586737E-01  0.923380      0.329104      0.317716      0.231720      0.447599E-01   0.00000       0.00000      0.231800    
  0.999950E-02   3.47545      0.512244      0.599288      0.366066      0.535529      0.146178      0.637581E-01  0.901596      0.322005      0.309798      0.225643      0.440612E-01   0.00000       0.00000      0.225731    
  0.109642E-01   3.41774      0.514130      0.590573      0.358227      0.521472      0.155904      0.691017E-01  0.879698      0.314890      0.301834      0.219542      0.433370E-01   0.00000       0.00000      0.219638    
  0.120220E-01   3.35818      0.516620      0.582216      0.350300      0.507266      0.166320      0.749495E-01  0.857566      0.307735      0.293773      0.213391      0.425647E-01   0.00000       0.00000      0.213493    
  0.131819E-01   3.29696      0.519660      0.574185      0.342282      0.492906      0.177378      0.812791E-01  0.835188      0.300534      0.285613      0.207184      0.417485E-01   0.00000       0.00000      0.207293    
  0.144536E-01   3.23404      0.523260      0.566494      0.334165      0.478378      0.189095      0.881152E-01  0.812543      0.293277      0.277346      0.200917      0.408875E-01   0.00000       0.00000      0.201032    
  0.158481E-01   3.16949      0.527389      0.559131      0.325947      0.463683      0.201442      0.954481E-01  0.789629      0.285963      0.268973      0.194588      0.399840E-01   0.00000       0.00000      0.194710    
  0.173770E-01   3.10326      0.532056      0.552110      0.317620      0.448808      0.214436      0.103302      0.766428      0.278582      0.260486      0.188194      0.390374E-01   0.00000       0.00000      0.188321    
  0.190535E-01   3.03510      0.537319      0.545480      0.309164      0.433725      0.228156      0.111756      0.742888      0.271121      0.251869      0.181724      0.380427E-01   0.00000       0.00000      0.181856    
  0.208917E-01   2.96499      0.543169      0.539248      0.300572      0.418428      0.242597      0.120821      0.719000      0.263571      0.243116      0.175175      0.370009E-01   0.00000       0.00000      0.175311    
  0.229073E-01   2.89295      0.549566      0.533400      0.291847      0.402923      0.257720      0.130477      0.694770      0.255932      0.234233      0.168549      0.359149E-01   0.00000       0.00000      0.168690    
  0.251174E-01   2.81892      0.556506      0.527948      0.282980      0.387206      0.273526      0.140741      0.670187      0.248195      0.225217      0.161846      0.347850E-01   0.00000       0.00000      0.161990    
  0.275406E-01   2.74259      0.564034      0.522941      0.273950      0.371253      0.290084      0.151689      0.645203      0.240343      0.216051      0.155055      0.336076E-01   0.00000       0.00000      0.155202    
  0.301976E-01   2.66393      0.572113      0.518374      0.264756      0.355071      0.307357      0.163302      0.619828      0.232371      0.206742      0.148182      0.323855E-01   0.00000       0.00000      0.148329    
  0.331110E-01   2.58299      0.580688      0.514220      0.255403      0.338680      0.325285      0.175539      0.594084      0.224280      0.197300      0.141232      0.311228E-01   0.00000       0.00000      0.141380    
  0.363055E-01   2.49971      0.589732      0.510478      0.245887      0.322089      0.343845      0.188389      0.567976      0.216066      0.187730      0.134210      0.298215E-01   0.00000       0.00000      0.134358    
  0.398081E-01   2.41373      0.599258      0.507182      0.236189      0.305291      0.363069      0.201891      0.541480      0.207709      0.178029      0.127114      0.284803E-01   0.00000       0.00000      0.127263    
  0.436487E-01   2.32513      0.609192      0.504291      0.226316      0.288320      0.382876      0.215972      0.514636      0.199211      0.168214      0.119959      0.271043E-01   0.00000       0.00000      0.120106    
  0.478598E-01   2.23401      0.619461      0.501755      0.216279      0.271211      0.403182      0.230544      0.487490      0.190580      0.158308      0.112759      0.256991E-01   0.00000       0.00000      0.112903    
  0.524772E-01   2.14037      0.630006      0.499534      0.206084      0.253998      0.423922      0.245536      0.460081      0.181815      0.148331      0.105526      0.242687E-01   0.00000       0.00000      0.105667    
  0.575400E-01   2.04395      0.640776      0.497598      0.195719      0.236716      0.445058      0.260882      0.432435      0.172903      0.138301      0.982781E-01  0.228159E-01   0.00000       0.00000      0.984151E-01
  0.630913E-01   1.94499      0.651668      0.495849      0.185205      0.219428      0.466463      0.276421      0.404634      0.163857      0.128257      0.910395E-01  0.213480E-01   0.00000       0.00000      0.911717E-01
  0.691782E-01   1.84374      0.662583      0.494180      0.174566      0.202194      0.488017      0.291986      0.376760      0.154694      0.118233      0.838343E-01  0.198719E-01   0.00000       0.00000      0.839610E-01
  0.758523E-01   1.74036      0.673425      0.492477      0.163817      0.185078      0.509608      0.307399      0.348895      0.145423      0.108268      0.766893E-01  0.183939E-01   0.00000       0.00000      0.768099E-01
  0.831703E-01   1.63487      0.684048      0.490561      0.152973      0.168188      0.531075      0.322373      0.321161      0.136051      0.984246E-01  0.696497E-01  0.169223E-01   0.00000       0.00000      0.697636E-01
  0.911943E-01   1.52775      0.694324      0.488248      0.142072      0.151606      0.552252      0.336642      0.293678      0.126606      0.887517E-01  0.627481E-01  0.154653E-01   0.00000       0.00000      0.628548E-01
  0.999925E-01   1.41938      0.704138      0.485360      0.131142      0.135396      0.572996      0.349964      0.266538      0.117114      0.792881E-01  0.560089E-01  0.140276E-01   0.00000       0.00000      0.561080E-01
  0.109639       1.31027      0.713323      0.481656      0.120232      0.119674      0.593091      0.361982      0.239906      0.107611      0.701020E-01  0.494807E-01  0.126205E-01   0.00000       0.00000      0.495719E-01
  0.120217       1.20092      0.721579      0.476714      0.109396      0.104623      0.612183      0.372091      0.214019      0.981382E-01  0.613004E-01  0.432391E-01  0.112579E-01   0.00000       0.00000      0.433221E-01
  0.131815       1.09198      0.728747      0.470309      0.986837E-01  0.902955E-01  0.630064      0.380013      0.188979      0.887395E-01  0.529167E-01  0.373040E-01  0.994421E-02   0.00000       0.00000      0.373788E-01
  0.144533      0.984185      0.734476      0.462005      0.881662E-01  0.768432E-01  0.646310      0.385162      0.165009      0.794753E-01  0.450399E-01  0.317367E-01  0.869094E-02   0.00000       0.00000      0.318033E-01
  0.158477      0.878230      0.738477      0.451522      0.779039E-01  0.643321E-01  0.660573      0.387189      0.142236      0.704000E-01  0.377103E-01  0.265633E-01  0.750380E-02   0.00000       0.00000      0.266218E-01
  0.173766      0.775050      0.740192      0.438358      0.679891E-01  0.529086E-01  0.672203      0.385450      0.120898      0.615947E-01  0.310147E-01  0.218432E-01  0.639434E-02   0.00000       0.00000      0.218939E-01
  0.190530      0.675348      0.739171      0.422287      0.584857E-01  0.426006E-01  0.680686      0.379687      0.101086      0.531198E-01  0.249708E-01  0.175866E-01  0.536591E-02   0.00000       0.00000      0.176298E-01
  0.208912      0.580215      0.734520      0.402828      0.495043E-01  0.335275E-01  0.685016      0.369300      0.830319E-01  0.450753E-01  0.196494E-01  0.138418E-01  0.442909E-02   0.00000       0.00000      0.138781E-01
  0.229067      0.490276      0.725551      0.379916      0.411032E-01  0.256590E-01  0.684448      0.354257      0.667622E-01  0.375192E-01  0.150339E-01  0.105953E-01  0.358401E-02   0.00000       0.00000      0.106251E-01
  0.251167      0.406704      0.710902      0.353241      0.334017E-01  0.190618E-01  0.677500      0.334179      0.524635E-01  0.305626E-01  0.111641E-01  0.787382E-02  0.283911E-02   0.00000       0.00000      0.789776E-02
  0.275399      0.329937      0.689663      0.323053      0.264373E-01  0.136353E-01  0.663225      0.309418      0.400726E-01  0.242469E-01  0.798131E-02  0.563525E-02  0.219045E-02   0.00000       0.00000      0.565400E-02
  0.301969      0.261104      0.660037      0.289439      0.203200E-01  0.937472E-02  0.639717      0.280064      0.296947E-01  0.186769E-01  0.548319E-02  0.387725E-02  0.164303E-02   0.00000       0.00000      0.389153E-02
  0.331102      0.200309      0.621199      0.253118      0.150465E-01  0.611378E-02  0.606152      0.247004      0.211603E-01  0.138581E-01  0.357217E-02  0.253112E-02  0.118843E-02   0.00000       0.00000      0.254160E-02
  0.363046      0.148444      0.571455      0.214814      0.106901E-01  0.377606E-02  0.560765      0.211038      0.144662E-01  0.986314E-02  0.220332E-02  0.156534E-02  0.827006E-03   0.00000       0.00000      0.157274E-02
  0.398071      0.105126      0.510952      0.175776      0.718719E-02  0.215912E-02  0.503765      0.173617      0.934631E-02  0.664108E-02  0.125755E-02  0.896600E-03  0.546107E-03   0.00000       0.00000      0.901566E-03
  0.436476      0.705048E-01  0.439725      0.137405      0.452704E-02  0.113164E-02  0.435197      0.136274      0.565868E-02  0.418812E-02  0.657600E-03  0.470912E-03  0.338919E-03   0.00000       0.00000      0.474043E-03
  0.478586      0.442673E-01  0.359854      0.101422      0.263007E-02  0.533501E-03  0.357224      0.100888      0.316357E-02  0.243444E-02  0.309050E-03  0.222618E-03  0.195637E-03   0.00000       0.00000      0.224451E-03
  0.524759      0.254919E-01  0.275362      0.695094E-01  0.137497E-02  0.219105E-03  0.273987      0.692903E-01  0.159407E-02  0.127234E-02  0.126391E-03  0.917412E-04  0.102630E-03   0.00000       0.00000      0.927144E-04
  0.575386      0.130913E-01  0.192219      0.431670E-01  0.624866E-03  0.750972E-04  0.191595      0.430919E-01  0.699964E-03  0.577382E-03  0.430710E-04  0.315728E-04  0.474842E-04   0.00000       0.00000      0.320262E-04
  0.630897      0.573985E-02  0.117846      0.233933E-01  0.234007E-03  0.201092E-04  0.117612      0.233732E-01  0.254116E-03  0.215508E-03  0.114416E-04  0.849140E-05  0.184990E-04   0.00000       0.00000      0.866759E-05
  0.691764      0.199747E-02  0.595699E-01  0.103876E-01  0.660433E-04  0.376750E-05  0.595039E-01  0.103838E-01  0.698108E-04  0.604269E-04  0.211986E-05  0.159520E-05  0.561647E-05   0.00000       0.00000      0.164764E-05
  0.758504      0.477830E-03  0.220339E-01  0.335241E-02  0.118236E-04  0.394207E-06  0.220221E-01  0.335201E-02  0.122178E-04  0.106863E-04  0.218609E-06  0.165531E-06  0.113733E-05   0.00000       0.00000      0.175598E-06
  0.831682      0.583195E-04  0.458920E-02  0.605212E-03  0.931675E-06  0.138595E-07  0.458827E-02  0.605199E-03  0.945534E-06  0.819292E-06  0.756831E-08  0.540998E-08  0.112383E-06   0.00000       0.00000      0.629117E-08
  0.911920      0.136534E-05  0.232678E-03  0.263259E-04  0.996123E-08  0.223774E-12  0.232668E-03  0.263259E-04  0.996145E-08  0.805482E-08  0.365298E-12  -.112825E-10  0.190641E-08   0.00000       0.00000      -.141523E-12
  0.999900      0.568198E-13  0.484291E-10  0.457984E-11  0.339050E-16  0.301465E-17  0.484291E-10  0.457984E-11  0.369197E-16  -.197104E-17  0.875207E-18  0.198202E-17  0.358760E-16   0.00000       0.00000      0.213944E-17
